"","sub","ses","run","task","trialindex","IV_cuelevel","IV_stimintensity","RATING_expectation","RATING_outcome"
"3460",94,3,5,"pain",7,"low_cue","med_stim",NA,74.0546040990772
"3461",94,3,5,"pain",8,"low_cue","high_stim",NA,66.4100098292567
"3462",94,3,5,"pain",9,"high_cue","low_stim",72.0013050269785,28.3163549432722
"3463",94,3,5,"pain",10,"high_cue","high_stim",61.1484915511331,71.7829048021751
"3464",94,3,5,"pain",11,"high_cue","med_stim",89.3069396972888,83.1025724422482
"3465",94,3,5,"pain",12,"low_cue","low_stim",NA,52.4873881971436
"3466",94,4,2,"pain",1,"high_cue","low_stim",78.8708107103888,38.480198248343
"3467",94,4,2,"pain",2,"low_cue","med_stim",12.6803834918198,47.9273479917409
"3468",94,4,2,"pain",3,"high_cue","high_stim",59.4297522497558,68.1560230775625
"3469",94,4,2,"pain",4,"high_cue","low_stim",38.2996886750336,44.8376894440633
"3470",94,4,2,"pain",5,"high_cue","med_stim",41.4236656250027,76.4140087921111
"3471",94,4,2,"pain",6,"low_cue","high_stim",1.43209618416465,86.0943008629279
"3472",94,4,2,"pain",7,"high_cue","med_stim",NA,92.5294942048377
"3473",94,4,2,"pain",8,"low_cue","low_stim",0,90.6930603027112
"3474",94,4,2,"pain",9,"low_cue","low_stim",11.6737103128848,92.5499490129602
"3475",94,4,2,"pain",10,"high_cue","high_stim",96.2888514554274,102.528807709152
"3476",94,4,2,"pain",11,"low_cue","med_stim",0,96.8974275577517
"3477",94,4,4,"pain",1,"high_cue","high_stim",47.7591076586203,107.993087817974
"3478",94,4,4,"pain",2,"low_cue","high_stim",16.927513064147,88.1373790506933
"3479",94,4,4,"pain",3,"high_cue","high_stim",61.3711290944651,66.8623624202865
"3480",94,4,4,"pain",4,"low_cue","med_stim",16.1035837361874,63.0234960789303
"3481",94,4,4,"pain",5,"high_cue","low_stim",62.3056084068584,44.3489396197705
"3482",94,4,4,"pain",6,"high_cue","med_stim",71.7829048021751,78.9151087077577
"3483",94,4,4,"pain",7,"low_cue","high_stim",18.9432630612515,96.441600099335
"3484",94,4,4,"pain",8,"high_cue","low_stim",68.8801438465753,37.6109496698391
"3485",94,4,4,"pain",9,"low_cue","low_stim",3.46125387795416,24.0342881594426
"3486",94,4,4,"pain",10,"high_cue","med_stim",45.9765380357616,47.8047553308633
"3487",94,4,4,"pain",11,"low_cue","med_stim",2.0700306530411,79.140496764678
"3488",94,4,4,"pain",12,"low_cue","low_stim",12.7317135612665,16.8316687582415
"3489",95,1,1,"pain",1,"high_cue","med_stim",NA,53.8203795520211
"3490",95,1,1,"pain",2,"high_cue","low_stim",60.6547838267051,49.5480424091254
"3491",95,1,1,"pain",3,"low_cue","med_stim",24.4059097796912,66.1562832008838
"3492",95,1,1,"pain",4,"high_cue","high_stim",43.3634229583833,69.5248428859903
"3493",95,1,1,"pain",5,"high_cue","high_stim",62.9140924484201,70.0365557214988
"3494",95,1,1,"pain",6,"low_cue","high_stim",37.7527311065123,55.9283901926058
"3495",95,1,1,"pain",7,"high_cue","med_stim",82.9906157433787,75.2204398198804
"3496",95,1,1,"pain",8,"high_cue","low_stim",84.4502205767813,50.5484662937181
"3497",95,1,1,"pain",9,"low_cue","high_stim",28.7203267978695,66.7407790544717
"3498",95,1,1,"pain",10,"low_cue","low_stim",36.2663177589231,28.425992243091
"3499",95,1,1,"pain",11,"low_cue","low_stim",22.3551804457356,26.8725389916558
"3500",95,1,1,"pain",12,"low_cue","med_stim",26.8725389916558,40.7755967829162
"3501",95,1,5,"pain",1,"high_cue","med_stim",65.498768551379,65.3851269278949
"3502",95,1,5,"pain",2,"low_cue","med_stim",56.5019846469709,61.667763039627
"3503",95,1,5,"pain",3,"high_cue","low_stim",80.3112134396332,39.8055710922652
"3504",95,1,5,"pain",4,"low_cue","med_stim",52.7135814077211,64.3589941756947
"3505",95,1,5,"pain",5,"high_cue","high_stim",76.5756299449677,80.7273982227997
"3506",95,1,5,"pain",6,"low_cue","low_stim",36.869897645844,31.5169399725947
"3507",95,1,5,"pain",7,"low_cue","high_stim",43.2049932626637,45.4896955931292
"3508",95,1,5,"pain",8,"high_cue","med_stim",74.1179493242497,67.0178523081306
"3509",95,1,5,"pain",9,"high_cue","low_stim",66.1074976919734,50.0472149986114
"3510",95,1,5,"pain",10,"low_cue","high_stim",33.2449372403005,65.0803356301676
"3511",95,1,5,"pain",11,"high_cue","high_stim",52.6699051861773,51.1964134291043
"3512",95,1,5,"pain",12,"low_cue","low_stim",60.7671825424757,29.8590161649231
"3513",95,3,2,"pain",1,"high_cue","med_stim",40.1286089684759,47.9273479917409
"3514",95,3,2,"pain",2,"high_cue","high_stim",61.2796732021305,77.1443660270909
"3515",95,3,2,"pain",3,"low_cue","high_stim",42.3523703347078,28.2074908790153
"3516",95,3,2,"pain",4,"high_cue","low_stim",42.7223910416659,18.2142986447466
"3517",95,3,2,"pain",5,"high_cue","med_stim",37.6528298208836,31.637793430058
"3518",95,3,2,"pain",6,"low_cue","low_stim",44.3489396197705,25.5328064855123
"3519",95,3,2,"pain",7,"low_cue","med_stim",30.6873489888616,35.2175929681927
"3520",95,3,2,"pain",8,"low_cue","med_stim",23.3795239527766,48.9227128905105
"3521",95,3,2,"pain",9,"high_cue","high_stim",42.5667989452628,53.6351001540544
"3522",95,3,2,"pain",10,"low_cue","low_stim",24.6148730721051,15.0940628250366
"3523",95,3,2,"pain",11,"high_cue","low_stim",26.3582081063007,33.2449372403005
"3524",95,3,2,"pain",12,"low_cue","high_stim",16.324623321803,48.0984569671244
"3525",95,3,5,"pain",1,"low_cue","med_stim",4.6858998395027,75.1277879462441
"3526",95,3,5,"pain",2,"high_cue","low_stim",55.6096855912874,48.749064522348
"3527",95,3,5,"pain",3,"high_cue","high_stim",59.4297522497558,58.6030877514096
"3528",95,3,5,"pain",4,"low_cue","med_stim",65.5940902203088,50.1944289077348
"3529",95,3,5,"pain",5,"high_cue","low_stim",54.9702976105488,26.7711502144621
"3530",95,3,5,"pain",6,"low_cue","high_stim",46.1424994230443,70.1148348861446
"3531",95,3,5,"pain",7,"low_cue","low_stim",46.548157698978,48.9004937423819
"3532",95,3,5,"pain",8,"high_cue","med_stim",59.8264799703557,68.8457291779545
"3533",95,3,5,"pain",9,"low_cue","high_stim",54.7824070318073,73.675376678197
"3534",95,3,5,"pain",10,"high_cue","med_stim",63.537813666646,49.3987053549955
"3535",95,3,5,"pain",11,"low_cue","low_stim",44.0234619642384,26.3600582073531
"3536",95,3,5,"pain",12,"high_cue","high_stim",36.0442350030727,41.7107573215082
"3537",95,4,1,"pain",1,"high_cue","med_stim",50.0472149986114,55.1018764389705
"3538",95,4,1,"pain",2,"low_cue","low_stim",38.3375228934037,8.06514118072924
"3539",95,4,1,"pain",3,"high_cue","low_stim",34.8409440041532,26.8753140984286
"3540",95,4,1,"pain",4,"high_cue","high_stim",71.7829048021751,76.9708051920563
"3541",95,4,1,"pain",5,"high_cue","low_stim",21.8439769224375,11.3550828031402
"3542",95,4,1,"pain",6,"high_cue","med_stim",47.3170623858713,63.8456642216871
"3543",95,4,1,"pain",7,"low_cue","high_stim",18.8745497582033,53.3138893084545
"3544",95,4,1,"pain",8,"low_cue","med_stim",25.2256456981242,39.4198466588042
"3545",95,4,1,"pain",9,"high_cue","high_stim",30.0581254794867,67.5572466347056
"3546",95,4,1,"pain",10,"low_cue","med_stim",14.203937953514,45
"3547",95,4,1,"pain",11,"low_cue","low_stim",10.859503235322,4.15128526642169
"3548",95,4,1,"pain",12,"low_cue","high_stim",22.8670562997727,41.9190641134269
"3549",95,4,6,"pain",1,"high_cue","high_stim",16.0399433060497,79.140496764678
"3550",95,4,6,"pain",2,"low_cue","high_stim",13.7015104923465,64.8721758192439
"3551",95,4,6,"pain",3,"low_cue","high_stim",30.6873489888616,68.8801438465753
"3552",95,4,6,"pain",4,"high_cue","high_stim",62.3056084068584,65.5175141026529
"3553",95,4,6,"pain",5,"low_cue","low_stim",45.9821171632242,29.2328174575243
"3554",95,4,6,"pain",6,"high_cue","low_stim",44.0234619642384,6.66961984231233
"3555",95,4,6,"pain",7,"low_cue","med_stim",27.1811110854772,43.215156675681
"3556",95,4,6,"pain",8,"high_cue","med_stim",29.3452161732949,15.0940628250366
"3557",95,4,6,"pain",9,"high_cue","med_stim",36.0442350030727,22.3551804457356
"3558",95,4,6,"pain",10,"low_cue","med_stim",11.805792300589,30.3722863576449
"3559",95,4,6,"pain",11,"high_cue","low_stim",23.5899901707433,18.2142986447466
"3560",95,4,6,"pain",12,"low_cue","low_stim",26.8725389916558,42.0726520082591
"3561",97,1,3,"pain",1,"high_cue","low_stim",46.6272833223936,45.9765380357616
"3562",97,1,3,"pain",2,"low_cue","low_stim",0.690277197865079,50.4155250851549
"3563",97,1,3,"pain",3,"low_cue","med_stim",40.8312943086019,40.7755967829162
"3564",97,1,3,"pain",4,"low_cue","high_stim",28.9375307444106,45.3255406986593
"3565",97,1,3,"pain",5,"high_cue","med_stim",41.8294215802835,46.1424994230443
"3566",97,1,3,"pain",6,"high_cue","high_stim",61.667763039627,70.5472129397813
"3567",97,1,3,"pain",7,"high_cue","low_stim",35.0297023894512,15.2551187030578
"3568",97,1,3,"pain",8,"high_cue","high_stim",25.2256456981242,69.2277453179542
"3569",97,1,3,"pain",9,"low_cue","low_stim",32.8597520397218,16.743780392543
"3570",97,1,3,"pain",10,"low_cue","med_stim",15.0940628250366,37.0078486943146
"3571",97,1,3,"pain",11,"low_cue","high_stim",10.4077113124901,48.3468186417402
"3572",97,1,3,"pain",12,"high_cue","med_stim",17.975366865392,4.82076607809266
"3573",97,1,4,"pain",1,"low_cue","med_stim",11.0353541630349,25.6410058243053
"3574",97,1,4,"pain",2,"low_cue","low_stim",19.6692676640171,34.4608162713718
"3575",97,1,4,"pain",3,"low_cue","high_stim",35.4839797950318,58.9564443837118
"3576",97,1,4,"pain",4,"high_cue","low_stim",51.051732108794,18.9776531017602
"3577",97,1,4,"pain",5,"high_cue","med_stim",39.8055710922652,46.4943335912665
"3578",97,1,4,"pain",6,"high_cue","high_stim",18.1991650530454,52.4873881971436
"3579",97,1,4,"pain",7,"high_cue","low_stim",30.6432240465435,31.0817298303779
"3580",97,1,4,"pain",8,"low_cue","high_stim",40.1009075462122,45.9821171632242
"3581",97,1,4,"pain",9,"high_cue","high_stim",37.0078486943146,54.0578881286177
"3582",97,1,4,"pain",10,"low_cue","med_stim",47.7887076798442,43.3727166776064
"3583",97,1,4,"pain",11,"high_cue","med_stim",52.0640417928005,52.8089924602957
"3584",97,1,4,"pain",12,"low_cue","low_stim",46.6272833223936,26.9802307182229
"3585",98,1,5,"pain",1,"low_cue","med_stim",15.4375241765319,128.222722420196
"3586",98,1,5,"pain",2,"high_cue","low_stim",72.2902754761372,27.3923695518927
"3587",98,1,5,"pain",3,"low_cue","high_stim",5.68705337731503,146.956584243149
"3588",98,1,5,"pain",4,"high_cue","med_stim",60.8995225884566,72.2202475408066
"3589",98,1,5,"pain",5,"low_cue","med_stim",5.98295650281605,48.2519456003639
"3590",98,1,5,"pain",6,"low_cue","high_stim",2.5396804503407,141.881723630637
"3591",98,1,5,"pain",7,"high_cue","high_stim",NA,153.330394596798
"3592",98,1,5,"pain",8,"low_cue","low_stim",4.13467137373642,62.8188889145228
"3593",98,1,5,"pain",9,"low_cue","low_stim",NA,93.7364593581783
"3594",98,1,5,"pain",10,"high_cue","low_stim",55.4796169877622,61.260204708312
"3595",98,1,5,"pain",11,"high_cue","med_stim",53.6351001540544,62.9187845931572
"3596",98,1,5,"pain",12,"high_cue","high_stim",70.6114322853227,155.594090220309
"3597",98,4,2,"pain",1,"low_cue","high_stim",NA,60.3722279513457
"3598",98,4,4,"pain",1,"low_cue","low_stim",NA,8.29241291009267
"3599",99,1,3,"pain",1,"high_cue","low_stim",25.9478853220016,72.6176111187721
"3600",99,1,3,"pain",2,"low_cue","low_stim",8.78311535611777,39.1273717189332
"3601",99,1,3,"pain",3,"low_cue","med_stim",14.3935929684905,67.5572466347056
"3602",99,1,3,"pain",4,"low_cue","high_stim",18.2833730402537,71.3391819942585
"3603",99,1,3,"pain",5,"high_cue","med_stim",49.3987053549955,52.2060570013833
"3604",99,1,3,"pain",6,"high_cue","high_stim",95.7794858251559,97.2113484475737
"3605",99,1,3,"pain",7,"high_cue","low_stim",72.0920671370122,27.28636280995
"3606",99,1,3,"pain",8,"high_cue","high_stim",96.546290783294,83.0749182616073
"3607",99,1,3,"pain",9,"low_cue","low_stim",16.3759341173556,21.7580692680575
"3608",99,1,3,"pain",10,"low_cue","med_stim",10.859503235322,29.3704044102194
"3609",99,1,3,"pain",11,"high_cue","med_stim",78.5535409070615,51.0360365166685
"3610",99,1,4,"pain",1,"high_cue","low_stim",59.5110595001691,82.6095907907123
"3611",99,1,4,"pain",2,"high_cue","high_stim",58.9182701696221,109.160173121981
"3612",99,1,4,"pain",3,"high_cue","med_stim",90.2301022950972,74.6237487511738
"3613",99,1,4,"pain",4,"low_cue","low_stim",38.3674853848615,22.7650091075115
"3614",99,1,4,"pain",5,"high_cue","high_stim",97.4634944599853,100.633774492112
"3615",99,1,4,"pain",6,"high_cue","low_stim",77.9694039034621,57.7754669827595
"3616",99,1,4,"pain",7,"low_cue","high_stim",20.415131141888,70.3307323359829
"3617",99,1,4,"pain",8,"low_cue","med_stim",16.9847325319886,37.6528298208836
"3618",99,1,4,"pain",9,"low_cue","low_stim",36.6861106915455,11.805792300589
"3619",99,1,4,"pain",10,"high_cue","med_stim",81.4805778425889,51.3401917459099
"3620",99,1,4,"pain",11,"low_cue","high_stim",NA,83.7365093856655
"3621",99,3,2,"pain",1,"high_cue","low_stim",64.7743543018758,82.1309244482095
"3622",99,3,2,"pain",2,"low_cue","med_stim",22.1902888961225,48.749064522348
"3623",99,3,2,"pain",3,"high_cue","low_stim",97.1535643183944,35.6470207499068
"3624",99,3,2,"pain",4,"low_cue","med_stim",21.9295877501754,67.3447672913202
"3625",99,3,2,"pain",5,"high_cue","high_stim",101.580619182228,114.659425072211
"3626",99,3,2,"pain",6,"low_cue","low_stim",14.8682813584982,41.9190641134269
"3627",99,3,2,"pain",7,"low_cue","high_stim",43.6980473274211,90
"3628",99,3,2,"pain",8,"low_cue","low_stim",24.9439052634246,35.8376529542783
"3629",99,3,2,"pain",9,"high_cue","high_stim",98.8878516912197,94.1512852664217
"3630",99,3,2,"pain",10,"low_cue","high_stim",30.5245640369386,83.7866247347216
"3631",99,3,2,"pain",11,"high_cue","med_stim",27.9092902838683,35.9934605275587
"3632",99,3,2,"pain",12,"high_cue","med_stim",92.5294942048377,36.4530399926558
"3633",99,3,4,"pain",1,"high_cue","high_stim",77.9213462894872,111.417166352942
"3634",99,3,4,"pain",2,"low_cue","low_stim",40.7755967829162,23.8925023080266
"3635",99,3,4,"pain",3,"high_cue","low_stim",94.381037831808,19.8851651138554
"3636",99,3,4,"pain",4,"high_cue","med_stim",NA,80.085054321525
"3637",99,3,4,"pain",5,"low_cue","low_stim",18.6550339613921,8.74616226255521
"3638",99,3,4,"pain",6,"low_cue","high_stim",27.5342482274522,83.3303801576877
"3639",99,3,4,"pain",7,"low_cue","med_stim",35.0297023894512,63.1274610083442
"3640",99,3,4,"pain",8,"low_cue","med_stim",33.5627437810924,62.6076304481073
"3641",99,3,4,"pain",9,"low_cue","high_stim",16.606980578617,101.40059027734
"3642",99,3,4,"pain",10,"high_cue","low_stim",121.834205545559,49.8990924537878
"3643",99,3,4,"pain",11,"high_cue","med_stim",85.5655294938988,70.1148348861446
"3644",99,3,4,"pain",12,"high_cue","high_stim",68.4985656759521,95.3033975468219
"3645",99,4,2,"pain",1,"low_cue","low_stim",21.1048385849296,67.5572466347056
"3646",99,4,2,"pain",2,"low_cue","med_stim",42.1952446691367,81.3773959120807
"3647",99,4,2,"pain",3,"high_cue","med_stim",80.4615372660139,89.5379472785692
"3648",99,4,2,"pain",4,"low_cue","high_stim",19.3118565643527,101.129189289611
"3649",99,4,2,"pain",5,"high_cue","med_stim",110.47515711401,69.4716205337049
"3650",99,4,2,"pain",6,"low_cue","high_stim",28.7466925806295,111.323231230098
"3651",99,4,2,"pain",7,"low_cue","low_stim",20.0423167448936,21.8014094863518
"3652",99,4,2,"pain",8,"high_cue","high_stim",115.733228977708,116.872538991656
"3653",99,4,2,"pain",9,"high_cue","high_stim",95.3198939178069,101.853004167744
"3654",99,4,2,"pain",10,"high_cue","low_stim",122.22453301724,32.029785156997
"3655",99,4,2,"pain",11,"high_cue","low_stim",114.791431662937,28.8515084488669
"3656",99,4,2,"pain",12,"low_cue","med_stim",13.5316948511641,60.7671825424757
"3657",99,4,5,"pain",1,"low_cue","high_stim",13.4778227532413,97.8690755517905
"3658",99,4,5,"pain",2,"high_cue","med_stim",96.4935253125392,77.9694039034621
"3659",99,4,5,"pain",3,"low_cue","low_stim",27.5720998370607,20.9878469700938
"3660",99,4,5,"pain",4,"high_cue","low_stim",99.0085037420252,42.2428433673439
"3661",99,4,5,"pain",5,"low_cue","med_stim",7.83552510648855,79.3236443173042
"3662",99,4,5,"pain",6,"high_cue","high_stim",90.7015459123452,102.814894108109
"3663",99,4,5,"pain",7,"low_cue","low_stim",49.1446237411043,34.5325917867202
"3664",99,4,5,"pain",8,"low_cue","high_stim",31.0032981265641,79.0970551682481
"3665",99,4,5,"pain",9,"high_cue","high_stim",102.452952793832,94.3635113916619
"3666",99,4,5,"pain",10,"high_cue","med_stim",125.029702389451,75.1137331509824
"3667",99,4,5,"pain",11,"high_cue","low_stim",92.9482507219327,28.2223329029719
"3668",99,4,5,"pain",12,"low_cue","med_stim",14.8264799703557,38.9824969671543
"3669",100,1,1,"pain",1,"high_cue","med_stim",NA,53.130102354156
"3670",100,1,1,"pain",2,"high_cue","low_stim",55.6096855912874,27.28636280995
"3671",100,1,1,"pain",3,"low_cue","med_stim",20.6906685139331,25.6326524522238
"3672",100,1,1,"pain",4,"high_cue","high_stim",55.1018764389705,38.480198248343
"3673",100,1,1,"pain",5,"high_cue","high_stim",50.0472149986114,47.1090897372578
"3674",100,1,1,"pain",6,"low_cue","high_stim",23.2592209455283,48.9004937423819
"3675",100,1,1,"pain",7,"high_cue","med_stim",74.8459319496874,33.5627437810924
"3676",100,1,1,"pain",8,"high_cue","low_stim",51.0175030328457,15.0684881594922
"3677",100,1,1,"pain",9,"low_cue","low_stim",42.0420584709406,25.6410058243053
"3678",100,1,1,"pain",10,"low_cue","low_stim",18.2170951978248,11.1291892896112
"3679",100,1,5,"pain",1,"high_cue","med_stim",26.3600582073531,48.749064522348
"3680",100,1,5,"pain",2,"low_cue","med_stim",35.2175929681927,42.0949449533355
"3681",100,1,5,"pain",3,"high_cue","low_stim",36.5427637972286,26.1543357783129
"3682",100,1,5,"pain",4,"low_cue","med_stim",44.5103044068708,43.8639719603119
"3683",100,1,5,"pain",5,"high_cue","high_stim",61.886791123944,74.1808060524999
"3684",100,1,5,"pain",6,"low_cue","low_stim",47.2776089583341,25.3221424787954
"3685",100,1,5,"pain",7,"high_cue","med_stim",58.2870639987857,39.9527850013886
"3686",100,1,5,"pain",8,"high_cue","low_stim",45.1651170631111,15.3369113377359
"3687",100,1,5,"pain",9,"low_cue","high_stim",49.3987053549955,70.1148348861446
"3688",100,1,5,"pain",10,"high_cue","high_stim",46.3093898194106,62.8188889145228
"3689",100,1,5,"pain",11,"low_cue","low_stim",73.9600566939503,19.4527870602187
"3690",100,3,3,"pain",1,"low_cue","med_stim",13.3067577810692,29.5454437848755
"3691",100,3,3,"pain",2,"high_cue","low_stim",18.5849374319095,20.3392221126522
"3692",100,3,3,"pain",3,"high_cue","high_stim",29.2328174575243,47.8047553308633
"3693",100,3,3,"pain",4,"low_cue","med_stim",32.4184499496431,16.9847325319886
"3694",100,3,3,"pain",5,"low_cue","high_stim",20.9372852742747,44.5130787521869
"3695",100,3,3,"pain",6,"low_cue","low_stim",21.1398248086577,21.6308868365179
"3696",100,3,3,"pain",7,"high_cue","med_stim",39.1273717189332,22.9238659191766
"3697",100,3,3,"pain",8,"low_cue","high_stim",29.8590161649231,20.4751571140097
"3698",100,3,3,"pain",9,"high_cue","med_stim",20.6906685139331,11.805792300589
"3699",100,3,3,"pain",10,"low_cue","low_stim",NA,10.7192752593735
"3700",100,3,3,"pain",11,"high_cue","high_stim",13.8668968294945,37.8346912670841
"3701",100,3,4,"pain",1,"high_cue","med_stim",18.3598561011564,20.6906685139331
"3702",100,3,4,"pain",2,"high_cue","high_stim",23.1033621589307,41.9335144988741
"3703",100,3,4,"pain",3,"low_cue","high_stim",15.5615103253285,18.065303761075
"3704",100,3,4,"pain",4,"high_cue","low_stim",11.3550828031402,7.64040676102675
"3705",100,3,4,"pain",5,"high_cue","med_stim",25.4336837463955,13.8113347918617
"3706",100,3,4,"pain",6,"low_cue","low_stim",12.5789352374931,5.29856506989994
"3707",100,3,4,"pain",7,"low_cue","med_stim",20.7722546820458,9.50024131533731
"3708",100,3,4,"pain",8,"low_cue","med_stim",31.3201182226253,21.6271262839168
"3709",100,3,4,"pain",9,"high_cue","high_stim",NA,49.8713910315241
"3710",100,4,3,"pain",1,"high_cue","high_stim",29.4584047866652,59.6277136423551
"3711",100,4,3,"pain",2,"low_cue","high_stim",41.7480543996361,60.7671825424757
"3712",100,4,3,"pain",3,"low_cue","high_stim",47.9273479917409,47.4332010547372
"3713",100,4,3,"pain",4,"high_cue","high_stim",42.3825866367356,53.8203795520211
"3714",100,4,3,"pain",5,"low_cue","low_stim",50.1345274350345,21.4171663529417
"3715",100,4,3,"pain",6,"high_cue","low_stim",37.8544254246704,17.7097245238628
"3716",100,4,3,"pain",7,"low_cue","med_stim",33.0527658954005,27.186680812252
"3717",100,4,3,"pain",8,"high_cue","med_stim",41.5761287550693,30.8052623872091
"3718",100,4,3,"pain",9,"low_cue","med_stim",32.8597520397218,35.5104330106169
"3719",100,4,3,"pain",10,"high_cue","low_stim",NA,21.4171663529417
"3720",100,4,3,"pain",11,"low_cue","low_stim",38.3290473257461,10.859503235322
"3721",100,4,6,"pain",1,"high_cue","med_stim",27.7363630215548,47.7571566326561
"3722",100,4,6,"pain",2,"low_cue","low_stim",27.28636280995,22.3171865170661
"3723",100,4,6,"pain",3,"high_cue","low_stim",36.3648998459456,34.5203830122378
"3724",100,4,6,"pain",4,"high_cue","high_stim",63.6399417926469,72.2202475408066
"3725",100,4,6,"pain",5,"high_cue","low_stim",53.130102354156,19.3348085378264
"3726",100,4,6,"pain",6,"high_cue","med_stim",55.0659910332347,41.4130178311254
"3727",100,4,6,"pain",7,"low_cue","high_stim",33.6258346162155,22.6552327086798
"3728",100,4,6,"pain",8,"low_cue","med_stim",25.1278241807561,8.74616226255521
"3729",100,4,6,"pain",9,"high_cue","high_stim",26.3582081063007,58.9967018734359
"3730",100,4,6,"pain",10,"low_cue","med_stim",24.0799945102303,23.1683871534975
"3731",100,4,6,"pain",11,"low_cue","low_stim",31.9563076059409,11.805792300589
"3732",100,4,6,"pain",12,"low_cue","high_stim",20.3948760820484,61.886791123944
"3733",101,1,1,"pain",1,"low_cue","low_stim",57.2647737278924,66.4641990542205
"3734",101,1,1,"pain",2,"low_cue","med_stim",23.5899901707433,96.6963776161997
"3735",101,1,1,"pain",3,"high_cue","med_stim",63.2191465307341,95.0006445975584
"3736",101,1,1,"pain",4,"low_cue","high_stim",59.995079129176,117.090685783536
"3737",101,1,1,"pain",5,"high_cue","med_stim",65.3851269278949,73.3229376384998
"3738",101,1,1,"pain",6,"low_cue","high_stim",32.3073344548821,76.2437923252457
"3739",101,1,1,"pain",7,"low_cue","low_stim",38.8035865708957,22.1427056998454
"3740",101,1,1,"pain",8,"high_cue","high_stim",88.8496369386703,62.813319187748
"3741",101,1,1,"pain",9,"high_cue","high_stim",66.1074976919734,69.6051239179516
"3742",101,1,1,"pain",10,"high_cue","low_stim",63.7440957122987,32.9640078044469
"3743",101,1,1,"pain",11,"high_cue","low_stim",68.3691131634821,34.6654973333062
"3744",101,1,1,"pain",12,"low_cue","med_stim",32.286367836727,50.2239475962684
"3745",101,1,6,"pain",1,"high_cue","low_stim",71.6382258237724,113.379523952777
"3746",101,1,6,"pain",2,"low_cue","low_stim",0,62.8188889145228
"3747",101,1,6,"pain",3,"low_cue","med_stim",29.5114985570903,95.0694201326125
"3748",101,1,6,"pain",4,"low_cue","high_stim",67.1663458220824,77.7449754262611
"3749",101,1,6,"pain",5,"high_cue","med_stim",121.712936001214,36.0442350030727
"3750",101,1,6,"pain",6,"high_cue","high_stim",63.537813666646,94.840112488847
"3751",101,1,6,"pain",7,"high_cue","low_stim",95.1520817022062,26.667731675599
"3752",101,1,6,"pain",8,"high_cue","high_stim",60.9677160320544,109.746836605426
"3753",101,1,6,"pain",9,"low_cue","low_stim",26.1543357783129,34.3593802975894
"3754",101,1,6,"pain",10,"low_cue","med_stim",26.8725389916558,64.3589941756947
"3755",101,1,6,"pain",11,"low_cue","high_stim",30.7246934707906,90
"3756",101,1,6,"pain",12,"high_cue","med_stim",119.859016164923,60.9677160320544
"3757",101,3,2,"pain",1,"high_cue","med_stim",63.9511130526868,99.914945678475
"3758",101,3,2,"pain",2,"high_cue","high_stim",64.7743543018758,98.130102354156
"3759",101,3,2,"pain",3,"low_cue","high_stim",32.7352262721076,79.140496764678
"3760",101,3,2,"pain",4,"high_cue","low_stim",70.5472129397813,46.4604825118437
"3761",101,3,2,"pain",5,"high_cue","med_stim",84.4502205767813,44.0234619642384
"3762",101,3,2,"pain",6,"low_cue","low_stim",23.1683871534975,9.6887865603668
"3763",101,3,2,"pain",7,"low_cue","med_stim",20.9055693369155,26.3563243062187
"3764",101,3,2,"pain",8,"low_cue","med_stim",28.8515084488669,30.4889404998309
"3765",101,3,2,"pain",9,"high_cue","high_stim",98.6575514771659,63.332268324401
"3766",101,3,2,"pain",10,"low_cue","low_stim",29.9571992539462,15.3154511969185
"3767",101,3,2,"pain",11,"high_cue","low_stim",99.9546069435557,26.3600582073531
"3768",101,3,2,"pain",12,"low_cue","high_stim",26.991827488982,60.9677160320544
"3769",101,3,5,"pain",1,"low_cue","low_stim",34.3903144087126,30.6873489888616
"3770",101,3,5,"pain",2,"high_cue","med_stim",95.0006445975584,62.0784716548738
"3771",101,3,5,"pain",3,"high_cue","low_stim",60.7671825424757,29.7448812969422
"3772",101,3,5,"pain",4,"high_cue","high_stim",NA,93.2310099003682
"3773",101,3,5,"pain",5,"low_cue","med_stim",44.6744593013407,31.2424690359597
"3774",101,3,5,"pain",6,"low_cue","high_stim",27.28636280995,61.9951426119564
"3775",101,3,5,"pain",7,"low_cue","med_stim",24.1529187827722,24.7107994622302
"3776",101,3,5,"pain",8,"low_cue","high_stim",63.9511130526868,63.6399417926469
"3777",101,3,5,"pain",9,"high_cue","low_stim",95.1944289077348,17.1027289690524
"3778",101,3,5,"pain",10,"high_cue","high_stim",45,98.1961112875247
"3779",101,3,5,"pain",11,"high_cue","med_stim",60.3128183608063,33.5627437810924
"3780",101,3,5,"pain",12,"low_cue","low_stim",29.7448812969422,26.6696054032015
"3781",101,4,3,"pain",1,"high_cue","low_stim",96.0090059574945,64.7743543018758
"3782",101,4,3,"pain",2,"low_cue","med_stim",30.1545479179162,64.0633965207904
"3783",101,4,3,"pain",3,"high_cue","high_stim",69.0151021641178,95.0898365092879
"3784",101,4,3,"pain",4,"low_cue","high_stim",64.3589941756947,94.1680329767475
"3785",101,4,3,"pain",5,"high_cue","low_stim",93.4473868518652,46.4772141914932
"3786",101,4,3,"pain",6,"high_cue","med_stim",52.3890503301609,31.9563076059409
"3787",101,4,3,"pain",7,"low_cue","high_stim",15.3154511969185,62.24145939894
"3788",101,4,3,"pain",8,"high_cue","med_stim",61.504361381755,52.0640417928005
