sub-ID,SID,A#,Date,Session #,Staff,Time in Scanner,Audio Check (during scout),"ses-01
T1 
(Structural)",ses-01          T1 Quality Check,ses-01 T1 actions,"ses-01
DWI","ses-04
Fractional 
Run-01","ses-04
Fractional 
Run-02","ses-01,03,04
PVC 
Run-01","ses-01,03,04
PVC 
Run-02","ses-01,03,04
PVC 
Run-03","ses-01,03,04
PVC 
Run-04","ses-01,03,04
PVC 
Run-05","ses-01,03,04
PVC 
Run-06","ses-03
short-video","ses-02
Narratives 
Run-01","ses-02
Narratives 
Run-02","ses-02
Narratives 
Run-03","ses-02
Narratives 
Run-04","ses-02
Faces 
Run-01","ses-02
Faces
Run-02","ses-02
Faces 
Run-03","ses-01,02,03,04
Align Videos 
Run-01","ses-01,02,03,04
Align Videos 
Run-02","ses-01,02,03,04
Align Videos 
Run-03","ses-01,02,03,04
Align Videos 
Run-04",Scan comments?,T-Points for scan time?,# T-Points,BioPac?,EDA location,PPD location,BioPac Comments?,GitPush?,BioPac Saved?,Data on Rolando?,Data sent comments?,Post-scan: Debrief
sub-0019,SID001868,A003607,2021-05-12 00:00:00,ses-02,"LS*, HJ",14:10:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- Faces: Matlab failed to load when automatically transitioning from run 2 to 3 (the screen got stuck at 83% and went up to 84% after a few minutes). Could not close out of run via standard methods (CTRL+C, SCA), but was able to restart matlab via CTRL+ALT+DEL
- Faces: u3 error detected at the beginning of a reboot >> unplugging the biopac usb helped. 
- Participant told us after scan that for some of the narratives task, she wasn't able to move the dot with the ball. ",,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0019,SID001868,A003637,2021-05-19 00:00:00,ses-03,"HJ*, MA",15:45:00,complete,,,,,,,complete,complete_dontuse,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,- PVC run-02 pain run. Medoc crashed - the program was hanging without any error message. Should be able to use the other trials that were collected. ,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0019,SID001868,A003641,2021-05-20 00:00:00,ses-04,"EM*, Terry/Luke",15:03:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0020,SID001845,A003533,2021-04-22 00:00:00,ses-01,"HJ*, Terry",09:40:00,complete,complete,,,complete,,,complete_dontuse,complete,complete,complete,complete,complete,,,,,,,,,complete,,,,"- PVC Participant didn’t understand the instructions
did not rate “expect” ratings
did not use button for logging in ratings
Has been instructed after 1st run, and has been rating correctly afterwards",No,,Partial,Bottom left foot,,- Only collecting EDA since (PPG) transducer is broken,Yes,,,,
sub-0020,SID001845,A003556,2021-04-28 00:00:00,ses-02,"EM, LS",12:00:00,complete,,,,,,,,,,,,,,complete,,,,complete,,,complete,,,,"-Faces: after the first run matlab produced an error. This may mean that a file didn't save, but I will have to check afterwards. So we had to restart matlab to get biopac to work.",No,,Partial,Bottom left foot,,-No PPG,Yes,Yes,Yes,,
sub-0020,SID001845,A003586,2021-05-06 00:00:00,ses-03,"EM, BH",12:03:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,No,,Yes,Bottom left foot,Right big toe,- PVC: Poor EDA signal during run 1; reapplied electrode gel before run 2. Signal improved.,Yes,Some missing,,"- Align videos file saved successfully to PC, but file got corrupted when attempting to backup on USB. Tried to resave from PC file but that file also became corrupted somehow.",
sub-0020,SID001845,A003611,2021-05-13 00:00:00,ses-04,"EM*, LS",10:50:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete_dontuse,,,,,,,,,complete,complete,,,-PVC run06 pain task2: Medoc put TSA in safe mode during last few trials,No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0021,SID001851,A003587,2021-05-06 00:00:00,ses-01,"EM, BH",15:16:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,no_data,,,,,,,,,complete,complete,complete_dontuse,complete,"- PVC: used sub-0098 to collect data >> moved data to behavioral git >> however, still need to update subject ids that are collected within file
- PVC: hard skipped run 6 because of time - 
Align videos: Run 3: completed full run, but on the end screen, the press ""e"" command didn't work so we had to close out of matlab in order to start run 4",Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,Yes; align videos not backed up,,,
sub-0021,SID001851,A003612,2021-05-13 00:00:00,ses-02,"EM*, LS",13:05:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- align videos run-01: participant was not locking in response with left key
- align videos run-02: before the beginning of the run, participant was redirected to press response with left key. Confirmed participant started locking in response from run-02",No,,Yes,Bottom left foot,Right big toe,-Narratives Run01 and 02: had alignvideos template open. Switched to correct template for runs3 and 4. Renamed for clarity.,Yes,Yes,Yes,,
sub-0021,SID001851,A003640,2021-05-20 00:00:00,ses-03,"EM*, Terry",13:12:00,complete,,,,,,,complete,complete,complete,complete_dontuse,complete_dontuse,complete,complete,,,,,,,,complete,complete,complete,,-PVC run04 Vicarious and pvc run05 pain - SOOOOO much movement!!!!!,No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0021,SID001851,A003652,2021-05-24 00:00:00,ses-04,"HJ*, MA",16:50:00,complete,,,,,complete,complete,complete,complete,complete_dontuse,complete,complete,complete_dontuse,,,,,,,,,complete,complete,,,- participant moved sooooo much during the PVC run ,No,,Yes,Bottom left foot,Right big toe,- Fractional: Both fractional tasks were saved under memory template,Yes,Yes,Yes,,Yes
sub-0023,SID001867,A003582,2021-05-05 00:00:00,ses-01,"HJ*, BH",12:11:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,repeat_use,,,,,,,,,complete,complete,complete,complete,"- PVC ran fine
- alignvideos: run 04, response. mouse didn't work for second to last items in run 04 video",Yes,2.0,Yes,Bottom left foot,Right big toe,"- Shelf life for the EDA electrodes used is listed as 6/2020 (the bag was newly opened and the sensors didn't appear dried out)
- PVC: poor signal runs 1-5; slighty better run 6. PPG is particularly puzzling (anomoly or okay)? 
- Align videos: EDA good, PPG unsure",Yes,Yes,Yes,,
sub-0023,SID001867,A003606,2021-05-12 00:00:00,ses-02,"LS*, HJ",11:40:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- Faces: Matlab failed to load when automatically transitioning from run 2 to 3 (the screen got stuck at 83% and went up to 84% after a few minutes). Could not close out of run via standard methods (CTRL+C, SCA), but was able to restart matlab via CTRL+ALT+DEL
- Faces: u3 error detected at the beginning of a reboot >> unplugging the biopac usb helped. ",Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0023,SID001867,A003636,2021-05-19 00:00:00,ses-03,"HJ*, MA",11:23:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,-,Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0023,SID001867,A003660,2021-05-26 00:00:00,ses-04,"BH*, MA",11:54:00,complete,,,,,complete,complete,complete,incomplete_use,complete,complete,complete,complete,,,,,,,,,complete,complete,,,"- Fractional/PVC: EDA signal started looking a bit flat during fractionals; re-applied electrodes before starting PVC 02. Signal greatly improved.
- Fractional/ PVC: Before PVC 02, participant noted that trackball was not running smoothly. Experimenters re-calibrated before starting the next run.
- PVC: matlab froze at very end of run02 (pain).
- PVC: Recalibrated trackball mutliple times before run 03 and run 05.",Yes,2.0,Yes,Bottom left foot,Right big toe,- Fractional/PVC: EDA signal started looking a bit flat during fractionals; re-applied electrodes before starting PVC 02. Signal greatly improved.,Yes,Yes,Yes,,Yes
sub-0024,SID001860,A003572,2021-05-03 00:00:00,ses-01,"EM, MA",14:50:00,complete,complete,,,complete,,,complete,repeat_use,complete,no_data,complete,complete,,,,,,,,,complete,complete,complete,no_data,-PVC: skipped second pain run due to time and repeating first pain run due to medoc error code   -Align Videos: Skipped last run due to time. Subject had to make it to work. ,No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0024,SID001860,A003598,2021-05-10 00:00:00,ses-02,"Terry*, BH, HJ",14:40:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- Faces: Matlab failed to load when automatically transitioning from run 2 to 3 (the screen got stuck at 83% and went up to 84% after a few minutes). Could not close out of run via standard methods (CTRL+C, SCA), but was able to restart matlab via CTRL+ALT+DEL",No,,Yes,Bottom left foot,Right big toe,"- Signal looked good initially, but EDA signal flattened during last Narratives run and first run of Faces task. Not sure if this was an accurate representation of the signal or if there was some kind of anomoly
- Faces Run 3 saved as separate file from runs 1-2",Yes,Yes,Yes,,
sub-0024,SID001860,A003630,2021-05-17 00:00:00,ses-03,"Terry*, HJ",11:00:00,complete,,,,,,,complete,complete,complete_dontuse,complete,incomplete_use,no_data,complete,,,,,,,,complete,complete,complete,,"- PVC run-05: scanner error during 5th run of PVC
- PVC run-06: participant could not tolerate pain task and thus we skipped. 
- PVC run-05 no no data for run 5
",No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0024,SID001860,A003651,2021-05-24 00:00:00,ses-04,"HJ*, LS",14:40:00,complete,,,,,complete,complete,no_data,complete,complete,complete,no_data,complete,,,,,,,,,complete,complete,,,- participant asked explicitly to skip the pain runs,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0025,SID001878,A003619,2021-05-14 00:00:00,ses-01,"LS*, CB",17:50:00,complete,complete,,,complete,,,complete,complete,complete,complete_dontuse,complete_dontuse,complete,,,,,,,,,complete,complete,complete,complete,"- After 4th PVC run they noted that they could not move the track ball to make a rating. We re-calibrated the trackball after that, but they still had difficulties moving the cursor out to the semi-circle. It was still a problem during the fifth run. We recalibrated it again and it was fixed during the 6th run of PVC.
- Trackball was fine for videos",Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0025,SID001878,A003631,2021-05-17 00:00:00,ses-02,"HJ*, Ke",18:50:00,complete,,,,,,,,,,,,,,complete,complete,complete,repeat_use,complete,complete,complete,complete,complete,complete,complete,"- trackball is weird; restroom. 
- calibrated twice before starting the scanner, we checked the mouse movement on the screen. was choppy; we noticed that the reponses were triangular
- participant said that they could try to lock in reponses 
- calibrated mouse after run-01. mouse was much better
- Narratives run-01: participant tried really hard to register response despite finicky response, probably can't use trajectory. 
- faces run-03: frozen around 86% - closed matlab and unplugged biopac USB
- align videos : noticed that participant wasn't locking in responses. 

",Yes,2.0,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0025,SID001878,A003639,2021-05-20 00:00:00,ses-03,"EM*, Terry",11:15:00,complete,,,,,,,complete,complete,repeat_use,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,- PVC run-03 pain: Medoc wasn't responding to triggers. Quick reboot and it was fine. ,No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0025,SID001878,A003663,2021-05-27 00:00:00,ses-04,"LS, TS",11:05:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,- On one of the pain trials in the 6th run of PVC there was a TSA error that the temperature exceeded 50 degrees. I was able to hit the stop button for the run to go on.,No,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0026,SID000846,A003733,2021-06-22 00:00:00,ses-01,"EM, HJ",09:10:00,complete,complete,,,complete,,,complete,no_data,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,"- PVC run 02, post=test setting was too long that it bleaded into other trials
- PVC, don't think participant reported expectation rating
",,,Yes,Bottom left foot,Right big toe,-EDA doesn't look great. Issue with clip/hinge holding onto sticker,Yes,Yes,Yes,,
sub-0026,SID000846,A003745,2021-06-24 00:00:00,ses-02,"BH, TS",09:15:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,- Faces 01-02: participant not entering responses with button (prompted to try to log in responses before starting faces 03),,,Yes,Bottom left foot,Right big toe,"- EDA attachments broken, connected with tape but poor signal
- Biopac data for last align videos was lost?",Yes,Yes,Yes,,
sub-0026,SID000846,A003767,2021-06-29 00:00:00,ses-03,"TS, HJ",09:15:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete_dontuse,,,,,,,,complete,complete,complete,,"- PVC 05: biopac acquisition terminated. Started in the middle, so the latter half may not be aligned well, need to reverse track it with the last TR. 
- short videos: scanner ended 10 seconds earlier than the experiment. Participant was watching last clip and ratings after the scanner ended. LUKE: this is due to INFO: Statechange in progress with GST_STATE_CHANGE_ASYNC. A low level ptb issue. Luke is looking into it.",,,,,,,Yes,,,,
sub-0026,SID000846,A003773,2021-07-01 00:00:00,ses-04,"HJ, MA",09:10:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,,,Yes
sub-0028,SID001913,A003748,2020-06-24 00:00:00,ses-01,"EM, LS",13:25:00,complete,complete,Need quality check,Continue & make note,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,no_data,no_data,no_data,-Ran late. Subject had to be gone at a certain time so we skipped 3 align vids. ,,,Yes,Bottom left foot,Right big toe,"- EDA attachments broken, connected with tape but poor signal",Yes,Yes,Yes,,
sub-0029,SID001411,A003734,2021-06-22 00:00:00,ses-01,"HJ*, MA",12:45:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0029,SID001411,A003746,2020-06-24 00:00:00,ses-02,"BH, TS",11:16:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,no_data,complete,complete,complete,complete,"- Faces 03: SKIPPED (Medoc couldn't finish loading faces 03 -stuck at 79%- had to do hard reboot of stim PC; still encountered u3 errors after troubleshooting). 
- Participant said she'd be willing to come early/stay late at another session to redo the skipped task",,,Yes,Bottom left foot,Right big toe,"- EDA attachments broken, connected with tape but poor signal",Yes,Yes,Yes,,
sub-0029,SID001411,A003768,2021-06-29 00:00:00,ses-03,"EN, TS",11:07:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,"-- EDA attachments broken, connected with tape but poor signal",Yes,Yes,Yes,,
sub-0029,SID001411,A003774,2021-07-01 00:00:00,ses-04,"EM, MA",11:15:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,,,,,Yes,,,,Yes
sub-0030,SID001955,A003887,2021-08-04 00:00:00,ses-01,"LS, MA",17:50:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,
sub-0031,SID001928,A003792,2021-07-06 00:00:00,ses-01,"TS, HJ",12:30:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,no errors,,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0031,SID001928,A003816,2021-07-12 00:00:00,ses-02,"TS, HJ",11:00:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,- FACES03: failed to load. rebooted PC. no impact on data except some extra runs in biopac,,,,,,,Yes,,,,
sub-0031,SID001928,A003851,2021-07-22 00:00:00,ses-03,"EM, TS",14:47:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0031,SID001928,A003857,2021-07-27 00:00:00,ses-04,"EM, TS",12:52:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0032,SID001929,A003793,2021-07-06 00:00:00,ses-01,"TS, HJ",14:30:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,"- PVC 01: participant is resonding, but not logging in the button press. may have to go back to the trackball data and track 
- in medoc, patient ran as 1234566
- PVC 03: 50 celsius errors: was able to save, i.e., NO IMPACT ON DATA
",,,,,,,Yes,,,,
sub-0032,SID001929,A003826,2021-07-14 00:00:00,ses-02,"EM, TS",12:55:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,-Narratives: run1 sub didnt press button for answers to lock in,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0032,SID001929,A003850,2021-07-22 00:00:00,ses-03,"EM, TS",12:45:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0032,SID001929,A003869,2021-07-29 00:00:00,ses-04,"BH, TS",14:25:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,- PVC: lots of leg movement during pain runs. ,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0033,SID001932,A003797,2021-07-07 00:00:00,ses-01,"EM, BH",12:35:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,-Align vids: Sub could not hear from left earphone,,,Yes,Bottom left foot,Right big toe,- Still using broken EDA clips,Yes,Yes,Yes,,
sub-0033,SID001932,A003825,2021-07-14 00:00:00,ses-02,"EM, TS",10:57:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0033,SID001932,A003840,2021-07-20 00:00:00,ses-03,"MA,TS",10:40:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0033,SID001932,A003867,2021-07-28 00:00:00,ses-04,"BH, TS",10:17:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0034,SID001933,A003798,2021-07-07 00:00:00,ses-01,"EM, BH",14:40:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,- Still using broken EDA clips,Yes,Yes (not backed up),Yes,,
sub-0034,SID001933,A003827,2021-07-14 00:00:00,ses-02,"MA, LS",14:45:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0034,SID001933,A003849,2021-07-22 00:00:00,ses-03,"EM, TS",10:48:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0034,SID001933,A003862,2021-07-28 00:00:00,ses-04,"MA, TS",08:10:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,"Fractional/Tomsaxe: at the end of the run, P noticed the trackball had a lag and couldn't registered answer (she also wasn't sure if the answers she was submitting were indeed registered. Reran the task, biopac template was openned again to avoid double recording. ",Yes,Yes,Yes,,Yes
sub-0035,SID001934,A003799,2021-07-07 00:00:00,ses-01,"EM, BH",16:38:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,incomplete_use,complete,complete,- Align video: scan stopped early (during video with old man/2kids entering suprise party); missing imaging data from ~2.5 videos ,,,Yes,Bottom left foot,Right big toe,- Still using broken EDA clips,Yes,Yes (not backed up),Yes,,
sub-0035,SID001934,A003818,2021-07-12 00:00:00,ses-02,"MA, HJ",15:05:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,Yes,,,,
sub-0035,SID001934,A003839,2021-07-19 00:00:00,ses-03,"LS, EM",17:10:00,complete,,,,,,,complete,no_data,complete,complete,no_data,complete,complete,,,,,,,,complete,complete,complete,,- Dead thermode from last scan. No pain data.,,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0035,SID001934,A003898,2021-08-09 00:00:00,ses-04,"EM, BH",10:55:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0036,SID001935,A003800,2021-07-08 00:00:00,ses-01,"TS, HJ",08:30:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,- PVC02: had a 50 degree error. was able to close out in time. No impact on data,,,,,,- Still using broken EDA clips,Yes,,,,
sub-0036,SID001935,A003832,2021-07-16 00:00:00,ses-02,"EM, TS",08:35:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,-Narratives: run1 repeated 2x to adjust volume,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0036,SID001935,A003841,2021-07-20 00:00:00,ses-03,"MA,TS",08:45:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,-PVC: error in matlab at first about labjack and other errors. We disconnected biopac from ST PC and reconnected and issue was resolved. ,,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0036,SID001935,A003871,2021-07-29 00:00:00,ses-04,"BH, LS",18:25:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0037,SID001936,A003801,2021-07-08 00:00:00,ses-01,"TS, HJ",10:35:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,"- PVC 01: participant did not rate expectations for first trial, but did so for the rest",,,,,,- Still using broken EDA clips,Yes,,,,
sub-0037,SID001936,A003819,2021-07-12 00:00:00,ses-02,"MA, HJ",17:05:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"biopac error. no data saved. it was collected and saved during runs, but the file was not saved properly",,,,,,,Yes,,,,
sub-0037,SID001936,A003845,2021-07-20 00:00:00,ses-03,"MA,TS",16:55:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,complete,,,,,,,,complete,complete,complete,,- Short videos biopac will have a short first section because it was started during the fieldmap after pvc,,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0037,SID001936,A003860,2021-07-27 00:00:00,ses-04,"EM, MA",18:10:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,,Yes,,Yes
sub-0038,SID001937,A003802,2021-07-08 00:00:00,ses-01,"TS, HJ",12:25:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,"- biopac PVC01 02: accidentally saved data in align videos, renamed it as SOCIAL_run-01_02
- PVC 05: last pain trial ended at the end of scanner. This means that onset of pain trial was off. Calculate where this occurs and take into consideration when analyzing data
- Align videos: participant would login ratings for some trials but not for others. Maybe because of the time limit. Luke, take into consideration when analyzing results",,,,,,- Still using broken EDA clips,Yes,,,,
sub-0038,SID001937,A003824,2021-07-14 00:00:00,ses-02,"EM, TS",08:35:00,complete,,,,,,,,,,,,,,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,- Narratives: sub couldn't hear well. Repeated run1. ,,,Partial,Bottom left foot,Right big toe,,Yes,Some missing,Yes,,
sub-0038,SID001937,A003843,2021-07-20 00:00:00,ses-03,"MA,TS",14:55:00,complete,,,,,,,complete,complete,complete,complete,complete,complete,repeat_use,,,,,,,,complete,complete,complete,,Align video code was run while short vid ran on scanner. Repeated the run.,,,Yes,Bottom left foot,Right big toe,Biopac was saving align vid for a few mins under short vid template. ,Yes,,,,
sub-0038,SID001937,A003868,2021-07-29 00:00:00,ses-04,"BH, TS",12:30:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
sub-0039,SID001907,A003794,2021-07-06 00:00:00,ses-01,"BH, HJ",04:27:00,complete,complete,,,complete,,,incomplete_use,complete_dontuse,repeat_use,complete,complete,complete,,,,,,,,,complete,complete,no_data,no_data,"- PVC 01: participant is not responding in the expect phase. 
- PVC 02: participant did not respond to the same/diff mental rotation task, we checked after the run, and participant confirmed that her response was not fast enough. 
- PVC 03: participant ran under John Smith instead of sub-0039
- no data collected for align videos 03 04 due to timing",,,,,,,Yes,,,,
sub-0039,SID001907,A003829,2021-07-14 00:00:00,ses-02,"MA, LS",17:50:00,complete,,,,,,,,,,,,,,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,The faces stalled on the third run and we had to restart the computer. There will be a short section in the biopac data because it was started when the stim pc froze. Full data was then collected for faces run 3,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0039,SID001907,A003836,2021-07-19 00:00:00,ses-03,"LS, TS",11:20:00,complete,,,,,,,complete,complete,complete,incomplete_use,complete,complete,complete,,,,,,,,complete,complete,complete,,"- On the 2nd pain task, the medoc went over 50 degrees. I believe I caught it and hit continue before the next trigger, but we may be missing one heat trial for this. Probably want to check the data. Flagging as ""incomplete - use"" but it may be totally fine!
- The short videos biopac data will have a short first ""run"" because it was started during the second scout and fmap and then turned off. The second portion of it though will contain full data",,,Partial,Bottom left foot,,"When pulling the participant out we found that the PPD had been disconnected, but we're not sure how long this was the case",Yes,,,,
sub-0039,SID001907,A003859,2021-07-27 00:00:00,ses-04,"EM, MA",16:20:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,-both fractionals accidentally saved in social template. named BOTH_FRACTIONAL_IN_SOCIAL....,Yes,,Yes,,Yes
sub-0040,SID001939,A003804,2021-07-08 00:00:00,ses-01,"EM, BH",16:12:00,complete,complete,,,complete,,,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,complete,complete,,,,Yes,Bottom left foot,Right big toe,,Yes,Yes (not backed up) ,Yes,,
sub-0040,SID001939,A003842,2021-07-20 00:00:00,ses-02,"MA,TS",12:20:00,complete,,,,,,,,,,,,,,complete,complete,complete,repeat_use,complete,complete,complete,complete,complete,complete,,"Narratives: On Run 4, the scanner crashed with an error that Terry had not seen before. Had to save data and reboot the system.",,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0040,SID001939,A003848,2021-07-22 00:00:00,ses-03,"EM, TS",08:35:00,complete,,,,,,,complete,no_data,complete,no_data,complete,complete,complete,,,,,,,,complete,complete,complete,,- No thermode/skipped pain task,,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0040,SID001939,A003872,2021-07-30 00:00:00,ses-04,"EM, TS",08:15:00,complete,,,,,complete,complete,complete,complete,complete,complete,complete,complete,,,,,,,,,complete,complete,,,,,,Yes,Bottom left foot,Right big toe,,Yes,On PC only,Yes,,Yes
