,singletrial_fname,Kragel18CogControl
6012,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-high.nii.gz,0.013546276
6013,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.050631505
6014,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-0.025589377
6015,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,-0.043750085
6016,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-low.nii.gz,0.018539269
6017,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,0.023137648
6018,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,-0.0008576559
6019,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz,-0.04075928
6020,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-high.nii.gz,-0.0683661
6021,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,0.07373643
6022,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.062766455
6023,sub-0044_ses-01_run-01_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,0.054055616
6024,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.15016685
6025,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,0.046786964
6026,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-0.10206153
6027,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,0.10463521
6028,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.073518015
6029,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,0.06234202
6030,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,0.1754131
6031,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,0.005847601
6032,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,0.028098794
6033,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.06961585
6034,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.0011425123
6035,sub-0044_ses-01_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.027755631
6036,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz,-0.006586253
6037,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,0.04520054
6038,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,-0.013230916
6039,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,-0.073843054
6040,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.0077758883
6041,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.0077340426
6042,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,-0.04736372
6043,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.01176075
6044,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.026833335
6045,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,-0.09873385
6046,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,-0.070388414
6047,sub-0044_ses-01_run-03_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,-0.028964758
6048,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.022892395
6049,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.022854352
6050,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,-0.04834465
6051,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,-0.115856096
6052,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.085955136
6053,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-0.10291731
6054,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,0.018097082
6055,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.060879506
6056,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,-0.015640099
6057,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.07835466
6058,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,0.10696391
6059,sub-0044_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,0.06539237
6060,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.011317241
6061,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,0.006988931
6062,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-0.056198947
6063,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,-0.029099563
6064,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,0.042354215
6065,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.025088478
6066,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,-0.009516987
6067,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.051304836
6068,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz,-0.00915093
6069,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.020436257
6070,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,-0.078889474
6071,sub-0044_ses-01_run-05_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,0.029367544
6072,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.14735742
6073,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.07873342
6074,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-med.nii.gz,0.029213857
6075,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,-0.024512589
6076,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.07445031
6077,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,0.013634348
6078,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-0.017734036
6079,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.020890294
6080,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-low.nii.gz,0.040499773
6081,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.012148259
6082,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-high.nii.gz,-0.03062862
6083,sub-0044_ses-01_run-06_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,0.03232843
6084,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.0011980949
6085,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,-0.12625177
6086,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-0.013444978
6087,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,-0.07398267
6088,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.06948155
6089,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.09813863
6090,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,-0.08030718
6091,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.073780976
6092,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz,-0.10192645
6093,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.12838565
6094,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,-0.04973201
6095,sub-0044_ses-03_run-01_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-0.1337904
6096,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz,0.0021180916
6097,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz,-0.029310493
6098,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-0.01573321
6099,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,0.024216205
6100,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.035888854
6101,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,0.015278853
6102,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,0.14178564
6103,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz,0.093232654
6104,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,0.13529384
6105,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz,-0.02231103
6106,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,-0.016540883
6107,sub-0044_ses-03_run-02_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz,-0.0070746853
6108,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,0.16326194
6109,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,0.081318356
6110,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,0.03095732
6111,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,0.033162
6112,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.07988745
6113,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,-0.026971487
6114,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-0.028100008
6115,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,-0.018737791
6116,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,0.0099646915
6117,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,-0.07187815
6118,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.026628813
6119,sub-0044_ses-03_run-03_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-0.042412292
6120,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-med.nii.gz,0.03214748
6121,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-001_cuetype-high_stimintensity-high.nii.gz,-0.0262307
6122,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,0.006065545
6123,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,-0.015705964
6124,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.009884197
6125,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,0.018299632
6126,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.nii.gz,-0.005307257
6127,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-med.nii.gz,-0.026185902
6128,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.0010009009
6129,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-low.nii.gz,0.019022955
6130,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,0.04965711
6131,sub-0044_ses-03_run-04_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-high.nii.gz,0.025405431
6132,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,0.08492977
6133,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-low.nii.gz,-0.29644114
6134,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.nii.gz,-0.14513697
6135,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-low.nii.gz,-0.045307424
6136,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.13400507
6137,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,-0.032633793
6138,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-0.019755092
6139,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,-0.02789016
6140,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.06755916
6141,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.010338171
6142,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,0.023221165
6143,sub-0044_ses-03_run-05_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.nii.gz,-0.046443783
6144,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.nii.gz,-0.14335896
6145,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-high.nii.gz,-0.10492029
6146,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-0.05208361
6147,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-003_cuetype-high_stimintensity-med.nii.gz,0.07980747
6148,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,0.050714545
6149,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.0058298423
6150,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,-0.07521649
6151,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.054812454
6152,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-low.nii.gz,0.034423504
6153,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,-0.025780385
6154,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-low.nii.gz,-0.079722114
6155,sub-0044_ses-03_run-06_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-0.06685371
6156,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz,-0.10353794
6157,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,0.050629787
6158,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-002_cuetype-high_stimintensity-med.nii.gz,-0.10935136
6159,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,0.019021839
6160,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,0.10292503
6161,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.nii.gz,-0.01756241
6162,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-low.nii.gz,0.067030296
6163,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.nii.gz,-0.18423599
6164,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.1508099
6165,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.nii.gz,-0.07493763
6166,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-low.nii.gz,0.013791515
6167,sub-0044_ses-04_run-01_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-med.nii.gz,0.010396078
6168,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii.gz,0.024531476
6169,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz,-0.0608805
6170,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz,-0.013676162
6171,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz,-0.040764768
6172,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,-0.03221286
6173,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,-0.019625222
6174,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-0.06669342
6175,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,-0.06941746
6176,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz,-0.0045774514
6177,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.091626726
6178,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz,-0.065198034
6179,sub-0044_ses-04_run-02_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,-0.12377821
6180,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,0.012751248
6181,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-0.033312347
6182,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,0.008749891
6183,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,0.14595537
6184,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.026866537
6185,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,0.018973185
6186,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-0.03
6187,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,0.06154384
6188,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.011239321
6189,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,0.04069122
6190,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.03794459
6191,sub-0044_ses-04_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,-0.047496006
6192,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.nii.gz,-0.08111856
6193,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-0.080524705
6194,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-low.nii.gz,-0.017261686
6195,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-003_cuetype-low_stimintensity-med.nii.gz,-0.0382241
6196,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-004_cuetype-high_stimintensity-high.nii.gz,-0.05891666
6197,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-low.nii.gz,-0.059005596
6198,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-006_cuetype-low_stimintensity-high.nii.gz,-0.08722652
6199,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-007_cuetype-low_stimintensity-low.nii.gz,-0.005505945
6200,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-008_cuetype-high_stimintensity-high.nii.gz,-0.117509134
6201,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-009_cuetype-low_stimintensity-high.nii.gz,-0.11061999
6202,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-010_cuetype-high_stimintensity-med.nii.gz,-0.13848926
6203,sub-0044_ses-04_run-04_runtype-cognitive_event-stimulus_trial-011_cuetype-high_stimintensity-med.nii.gz,0.0003603609
6204,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-high.nii.gz,-0.112819314
6205,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-001_cuetype-high_stimintensity-med.nii.gz,-0.4073264
6206,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz,-0.21177015
6207,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-low.nii.gz,-0.15121754
6208,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-low.nii.gz,0.04195148
6209,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-med.nii.gz,-0.084503494
6210,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.nii.gz,-0.08012587
6211,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.nii.gz,-0.10183593
6212,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-med.nii.gz,0.05275963
6213,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.nii.gz,0.0016469305
6214,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-high.nii.gz,-0.117794506
6215,sub-0044_ses-04_run-05_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.nii.gz,0.0964748
6216,sub-0044_ses-04_run-06_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-low.nii.gz,0.044349756
6217,sub-0044_ses-04_run-06_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-med.nii.gz,-0.053628407
6218,sub-0044_ses-04_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-low_stimintensity-low.nii.gz,-0.0016772797
6219,sub-0044_ses-04_run-06_runtype-vicarious_event-stimulus_trial-003_cuetype-low_stimintensity-high.nii.gz,0.014794762
6220,sub-0044_ses-04_run-06_runtype-vicarious_event-stimulus_trial-004_cuetype-high_stimintensity-med.nii.gz,-0.06650742
6221,sub-0044_ses-04_run-06_runtype-vicarious_event-stimulus_trial-005_cuetype-high_stimintensity-high.nii.gz,0.00646193
6222,sub-0044_ses-04_run-06_runtype-vicarious_event-stimulus_trial-006_cuetype-high_stimintensity-med.nii.gz,0.0720768
