	filename	sub	ses	run	runtype	cuetype	stimtype	singletrial_name	singletrial_index	intercept	beta	modelfit
191	sub-0035_ses-04_run-01_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0035	ses-04	run-01	pain	low	high	epoch-stim_trial-011_cue-low_stim-high	trial-012	-1.1321493883285612	1.1349535224980964	0.6223701932615295
192	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	high	med	epoch-stim_trial-000_cue-high_stim-med	trial-001	-1.2324562195513946	3.769236234083985	0.5907181764725664
193	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	high	high	epoch-stim_trial-001_cue-high_stim-high	trial-002	-1.2324562195513946	1.778233620816465	0.5907181764725664
194	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	low	high	epoch-stim_trial-002_cue-low_stim-high	trial-003	-1.2324562195513946	2.1122726334608553	0.5907181764725664
195	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	high	low	epoch-stim_trial-003_cue-high_stim-low	trial-004	-1.2324562195513946	2.0321010542124585	0.5907181764725664
196	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	high	med	epoch-stim_trial-004_cue-high_stim-med	trial-005	-1.2324562195513946	2.63549712805872	0.5907181764725664
197	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	low	low	epoch-stim_trial-005_cue-low_stim-low	trial-006	-1.2324562195513946	1.5556914148422267	0.5907181764725664
198	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	low	med	epoch-stim_trial-006_cue-low_stim-med	trial-007	-1.2324562195513946	2.8342744910113784	0.5907181764725664
199	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	low	med	epoch-stim_trial-007_cue-low_stim-med	trial-008	-1.2324562195513946	2.024746591846448	0.5907181764725664
200	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	high	high	epoch-stim_trial-008_cue-high_stim-high	trial-009	-1.2324562195513946	2.7463503271937624	0.5907181764725664
201	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	low	low	epoch-stim_trial-009_cue-low_stim-low	trial-010	-1.2324562195513946	1.7341366622816685	0.5907181764725664
202	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	high	low	epoch-stim_trial-010_cue-high_stim-low	trial-011	-1.2324562195513946	2.540765104649535	0.5907181764725664
203	sub-0036_ses-03_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-03	pain	low	high	epoch-stim_trial-011_cue-low_stim-high	trial-012	-1.2324562195513946	1.7445585346613985	0.5907181764725664
204	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	low	low	epoch-stim_trial-000_cue-low_stim-low	trial-001	-1.5293326811409849	4.0121263411280275	0.7632658748870533
205	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	high	med	epoch-stim_trial-001_cue-high_stim-med	trial-002	-1.5293326811409849	3.0219223895858773	0.7632658748870533
206	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	high	low	epoch-stim_trial-002_cue-high_stim-low	trial-003	-1.5293326811409849	2.6907505371954117	0.7632658748870533
207	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	high	high	epoch-stim_trial-003_cue-high_stim-high	trial-004	-1.5293326811409849	3.0884679794743826	0.7632658748870533
208	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	low	med	epoch-stim_trial-004_cue-low_stim-med	trial-005	-1.5293326811409849	3.1073500642345744	0.7632658748870533
209	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	low	high	epoch-stim_trial-005_cue-low_stim-high	trial-006	-1.5293326811409849	3.2525109710290128	0.7632658748870533
210	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	low	med	epoch-stim_trial-006_cue-low_stim-med	trial-007	-1.5293326811409849	2.5807815355968744	0.7632658748870533
211	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	low	high	epoch-stim_trial-007_cue-low_stim-high	trial-008	-1.5293326811409849	2.896230608886631	0.7632658748870533
212	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	high	low	epoch-stim_trial-008_cue-high_stim-low	trial-009	-1.5293326811409849	1.9429170566972933	0.7632658748870533
213	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	high	high	epoch-stim_trial-009_cue-high_stim-high	trial-010	-1.5293326811409849	2.936361706798964	0.7632658748870533
214	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	high	med	epoch-stim_trial-010_cue-high_stim-med	trial-011	-1.5293326811409849	2.517180537670149	0.7632658748870533
215	sub-0036_ses-03_run-06_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-03	run-06	pain	low	low	epoch-stim_trial-011_cue-low_stim-low	trial-012	-1.5293326811409849	1.441630396770635	0.7632658748870533
216	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	high	high	epoch-stim_trial-000_cue-high_stim-high	trial-001	-0.673916266493277	3.0643477785701716	0.45480897438853085
217	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	low	high	epoch-stim_trial-001_cue-low_stim-high	trial-002	-0.673916266493277	2.2849753553547965	0.45480897438853085
218	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	high	high	epoch-stim_trial-002_cue-high_stim-high	trial-003	-0.673916266493277	2.702757705573469	0.45480897438853085
219	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	low	med	epoch-stim_trial-003_cue-low_stim-med	trial-004	-0.673916266493277	1.0158829249802879	0.45480897438853085
220	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	high	low	epoch-stim_trial-004_cue-high_stim-low	trial-005	-0.673916266493277	2.51758581082679	0.45480897438853085
221	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	high	med	epoch-stim_trial-005_cue-high_stim-med	trial-006	-0.673916266493277	1.8977953899939988	0.45480897438853085
222	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	low	high	epoch-stim_trial-006_cue-low_stim-high	trial-007	-0.673916266493277	1.795868984110271	0.45480897438853085
223	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	high	low	epoch-stim_trial-007_cue-high_stim-low	trial-008	-0.673916266493277	2.210269007745019	0.45480897438853085
224	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	low	low	epoch-stim_trial-008_cue-low_stim-low	trial-009	-0.673916266493277	1.6301677123935072	0.45480897438853085
225	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	high	med	epoch-stim_trial-009_cue-high_stim-med	trial-010	-0.673916266493277	1.9525321022686926	0.45480897438853085
226	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	low	med	epoch-stim_trial-010_cue-low_stim-med	trial-011	-0.673916266493277	1.828932514744799	0.45480897438853085
227	sub-0036_ses-04_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-03	pain	low	low	epoch-stim_trial-011_cue-low_stim-low	trial-012	-0.673916266493277	2.1099094647933883	0.45480897438853085
228	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	high	low	epoch-stim_trial-000_cue-high_stim-low	trial-001	-0.9106883161739373	3.2336066130962045	0.6393334238374582
229	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	low	med	epoch-stim_trial-001_cue-low_stim-med	trial-002	-0.9106883161739373	1.753156755865489	0.6393334238374582
230	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	high	high	epoch-stim_trial-002_cue-high_stim-high	trial-003	-0.9106883161739373	3.9724237893695804	0.6393334238374582
231	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	low	high	epoch-stim_trial-003_cue-low_stim-high	trial-004	-0.9106883161739373	1.7279076090544927	0.6393334238374582
232	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	high	low	epoch-stim_trial-004_cue-high_stim-low	trial-005	-0.9106883161739373	2.769533050432002	0.6393334238374582
233	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	high	med	epoch-stim_trial-005_cue-high_stim-med	trial-006	-0.9106883161739373	1.5286053792010086	0.6393334238374582
234	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	low	high	epoch-stim_trial-006_cue-low_stim-high	trial-007	-0.9106883161739373	2.7965419416435857	0.6393334238374582
235	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	high	med	epoch-stim_trial-007_cue-high_stim-med	trial-008	-0.9106883161739373	2.0403180448255105	0.6393334238374582
236	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	low	low	epoch-stim_trial-008_cue-low_stim-low	trial-009	-0.9106883161739373	1.8753514572115213	0.6393334238374582
237	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	low	low	epoch-stim_trial-009_cue-low_stim-low	trial-010	-0.9106883161739373	1.2663908163717064	0.6393334238374582
238	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	high	high	epoch-stim_trial-010_cue-high_stim-high	trial-011	-0.9106883161739373	2.869735107674852	0.6393334238374582
239	sub-0036_ses-04_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0036	ses-04	run-04	pain	low	med	epoch-stim_trial-011_cue-low_stim-med	trial-012	-0.9106883161739373	1.2143803635065944	0.6393334238374582
240	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	high	low	epoch-stim_trial-000_cue-high_stim-low	trial-001	-1.2711418328768191	4.058306192826372	0.5018970615660943
241	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	low	low	epoch-stim_trial-001_cue-low_stim-low	trial-002	-1.2711418328768191	1.465260163505373	0.5018970615660943
242	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	low	med	epoch-stim_trial-002_cue-low_stim-med	trial-003	-1.2711418328768191	1.7565136769325584	0.5018970615660943
243	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	low	high	epoch-stim_trial-003_cue-low_stim-high	trial-004	-1.2711418328768191	2.637382974403642	0.5018970615660943
244	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	high	med	epoch-stim_trial-004_cue-high_stim-med	trial-005	-1.2711418328768191	1.3662311738625568	0.5018970615660943
245	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	high	high	epoch-stim_trial-005_cue-high_stim-high	trial-006	-1.2711418328768191	2.1931980489598315	0.5018970615660943
246	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	high	low	epoch-stim_trial-006_cue-high_stim-low	trial-007	-1.2711418328768191	1.3373571441973475	0.5018970615660943
247	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	high	high	epoch-stim_trial-007_cue-high_stim-high	trial-008	-1.2711418328768191	2.266891370926028	0.5018970615660943
248	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	low	low	epoch-stim_trial-008_cue-low_stim-low	trial-009	-1.2711418328768191	1.624039287932552	0.5018970615660943
249	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	low	med	epoch-stim_trial-009_cue-low_stim-med	trial-010	-1.2711418328768191	2.136942898247048	0.5018970615660943
250	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	low	high	epoch-stim_trial-010_cue-low_stim-high	trial-011	-1.2711418328768191	1.9623917751718474	0.5018970615660943
251	sub-0037_ses-01_run-03_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-03	pain	high	med	epoch-stim_trial-011_cue-high_stim-med	trial-012	-1.2711418328768191	2.326578858688272	0.5018970615660943
252	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	low	med	epoch-stim_trial-000_cue-low_stim-med	trial-001	-0.9469217510183067	3.734209773663117	0.6042930366784574
253	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	low	low	epoch-stim_trial-001_cue-low_stim-low	trial-002	-0.9469217510183067	2.030331935642531	0.6042930366784574
254	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	low	high	epoch-stim_trial-002_cue-low_stim-high	trial-003	-0.9469217510183067	2.7733536165243398	0.6042930366784574
255	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	high	low	epoch-stim_trial-003_cue-high_stim-low	trial-004	-0.9469217510183067	2.3856576170295924	0.6042930366784574
256	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	high	med	epoch-stim_trial-004_cue-high_stim-med	trial-005	-0.9469217510183067	2.1245436523641708	0.6042930366784574
257	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	high	high	epoch-stim_trial-005_cue-high_stim-high	trial-006	-0.9469217510183067	2.2376345159193125	0.6042930366784574
258	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	high	low	epoch-stim_trial-006_cue-high_stim-low	trial-007	-0.9469217510183067	2.222061626342878	0.6042930366784574
259	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	low	high	epoch-stim_trial-007_cue-low_stim-high	trial-008	-0.9469217510183067	3.1119232815079063	0.6042930366784574
260	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	high	high	epoch-stim_trial-008_cue-high_stim-high	trial-009	-0.9469217510183067	2.1586537467095113	0.6042930366784574
261	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	low	med	epoch-stim_trial-009_cue-low_stim-med	trial-010	-0.9469217510183067	2.8834926162392662	0.6042930366784574
262	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	high	med	epoch-stim_trial-010_cue-high_stim-med	trial-011	-0.9469217510183067	1.7311453178080147	0.6042930366784574
263	sub-0037_ses-01_run-04_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-01	run-04	pain	low	low	epoch-stim_trial-011_cue-low_stim-low	trial-012	-0.9469217510183067	2.121204528557488	0.6042930366784574
264	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	high	low	epoch-stim_trial-000_cue-high_stim-low	trial-001	-0.6842543183727005	0.956426685781071	0.22881826048934972
265	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	low	med	epoch-stim_trial-001_cue-low_stim-med	trial-002	-0.6842543183727005	0.4334411330459644	0.22881826048934972
266	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	high	low	epoch-stim_trial-002_cue-high_stim-low	trial-003	-0.6842543183727005	0.187871711991304	0.22881826048934972
267	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	low	med	epoch-stim_trial-003_cue-low_stim-med	trial-004	-0.6842543183727005	0.49755196288581344	0.22881826048934972
268	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	high	high	epoch-stim_trial-004_cue-high_stim-high	trial-005	-0.6842543183727005	0.7585430622914355	0.22881826048934972
269	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	low	low	epoch-stim_trial-005_cue-low_stim-low	trial-006	-0.6842543183727005	0.3679448171022936	0.22881826048934972
270	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	low	high	epoch-stim_trial-006_cue-low_stim-high	trial-007	-0.6842543183727005	0.5344598207095397	0.22881826048934972
271	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	low	low	epoch-stim_trial-007_cue-low_stim-low	trial-008	-0.6842543183727005	-1.3041197007194947	0.22881826048934972
272	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	high	high	epoch-stim_trial-008_cue-high_stim-high	trial-009	-0.6842543183727005	2.10573815686049	0.22881826048934972
273	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	low	high	epoch-stim_trial-009_cue-low_stim-high	trial-010	-0.6842543183727005	-1.590531883564102	0.22881826048934972
274	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	high	med	epoch-stim_trial-010_cue-high_stim-med	trial-011	-0.6842543183727005	0.8326054091144017	0.22881826048934972
275	sub-0037_ses-03_run-02_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-02	pain	high	med	epoch-stim_trial-011_cue-high_stim-med	trial-012	-0.6842543183727005	0.5551928171604732	0.22881826048934972
276	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	low	med	epoch-stim_trial-000_cue-low_stim-med	trial-001	-0.5491778917660758	2.847459334627912	0.44001647886601647
277	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	low	high	epoch-stim_trial-001_cue-low_stim-high	trial-002	-0.5491778917660758	2.097725995369376	0.44001647886601647
278	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	high	low	epoch-stim_trial-002_cue-high_stim-low	trial-003	-0.5491778917660758	1.3099542923887806	0.44001647886601647
279	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	high	med	epoch-stim_trial-003_cue-high_stim-med	trial-004	-0.5491778917660758	1.7929558042275713	0.44001647886601647
280	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	high	high	epoch-stim_trial-004_cue-high_stim-high	trial-005	-0.5491778917660758	1.5485835944350126	0.44001647886601647
281	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	low	high	epoch-stim_trial-005_cue-low_stim-high	trial-006	-0.5491778917660758	2.296105465452656	0.44001647886601647
282	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	low	low	epoch-stim_trial-006_cue-low_stim-low	trial-007	-0.5491778917660758	0.13667058751971456	0.44001647886601647
283	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	high	high	epoch-stim_trial-007_cue-high_stim-high	trial-008	-0.5491778917660758	2.586214728182796	0.44001647886601647
284	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	high	low	epoch-stim_trial-008_cue-high_stim-low	trial-009	-0.5491778917660758	2.130341363138889	0.44001647886601647
285	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	low	med	epoch-stim_trial-009_cue-low_stim-med	trial-010	-0.5491778917660758	0.6170533792186192	0.44001647886601647
286	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	low	low	epoch-stim_trial-010_cue-low_stim-low	trial-011	-0.5491778917660758	1.5361834452160612	0.44001647886601647
287	sub-0037_ses-03_run-05_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-03	run-05	pain	high	med	epoch-stim_trial-011_cue-high_stim-med	trial-012	-0.5491778917660758	1.706135647769371	0.44001647886601647
288	sub-0037_ses-04_run-01_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-04	run-01	pain	low	high	epoch-stim_trial-000_cue-low_stim-high	trial-001	-0.8110794226673228	3.9484400989677786	0.49852697585151395
289	sub-0037_ses-04_run-01_runtype-pain_epochstart--3_epochend-20_baselinecorrect-False_samplingrate-25_physio-eda.txt	sub-0037	ses-04	run-01	pain	high	med	epoch-stim_trial-001_cue-high_stim-med	trial-002	-0.8110794226673228	2.3076923672602874	0.49852697585151395
