sub-ID,SID,A#,Date,Session #,Staff,Time in Scanner,Audio Check (during scout),"ses-01
T1 
(Structural)",ses-01          T1 Quality Check,ses-01 T1 actions,"ses-01
DWI","ses-04
Fractional 
Run-01","ses-04
Fractional 
Run-02","ses-01,03,04
PVC 
Run-01","ses-01,03,04
PVC 
Run-02","ses-01,03,04
PVC 
Run-03","ses-01,03,04
PVC 
Run-04","ses-01,03,04
PVC 
Run-05","ses-01,03,04
PVC 
Run-06","ses-03
short-video","ses-02
Narratives 
Run-01","ses-02
Narratives 
Run-02","ses-02
Narratives 
Run-03","ses-02
Narratives 
Run-04","ses-02
Faces 
Run-01","ses-02
Faces
Run-02","ses-02
Faces 
Run-03","ses-01,02,03,04
Align Videos 
Run-01","ses-01,02,03,04
Align Videos 
Run-02","ses-01,02,03,04
Align Videos 
Run-03","ses-01,02,03,04
Align Videos 
Run-04",Scan comments?,T-Points for scan time?,# T-Points,BioPac?,EDA location,PPD location,BioPac Comments?,GitPush?,BioPac Saved?,Data on Rolando?,Data sent comments?,Post-scan: Debrief
sub-0020,SID001845,A003556,04/28/2021,ses-02,"EM, LS",12:00 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,complete,,,complete,,,,"-Faces: after the first run matlab produced an error. This may mean that a file didn't save, but I will have to check afterwards. So we had to restart matlab to get biopac to work.",No,,Partial,Bottom left foot,N/A,-No PPG,Yes,Yes,Yes,,N/A
sub-0017,SID001837,A003560,04/29/2021,ses-04,"EM, BH",11:54 AM,complete,N/A,N/A,N/A,N/A,complete,,Incomplete,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,N/A,N/A,"- In general: LOTS of movement, multiple reminders to hold still
-PVC: run 4 (2nd cog) the scan ended while the task was still running ",No,,Partial,Bottom left foot,N/A,"-No PPG
-Align videos: EDA signal stopped looking good at start of task",Yes,Yes,Yes,,Yes
sub-0014,SID001838,A003561,04/29/2021,ses-03,"EM, BH",3:02 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,,,,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,,,N/A,- PVC: Said he moved head between runs04 and 05,No,,Partial,Bottom left foot,N/A,-EDA looks terrible,Yes,,Yes,,N/A
sub-0024,SID001860,A003572,05/03/2021,ses-01,"EM, MA",2:50 PM,complete,complete,,,complete,N/A,N/A,complete,repeat_use,complete,no_data,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,no_data,-PVC: skipped second pain run due to time and repeating first pain run due to medoc error code   -Align Videos: Skipped last run due to time. Subject had to make it to work. ,No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0023,SID001867,A003582,05/05/2021,ses-01,"HJ*, BH",12:11 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,repeat_use,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,"- PVC ran fine
- alignvideos: run 04, response. mouse didn't work for second to last items in run 04 video",Yes,2,Yes,Bottom left foot,Right big toe,"- Shelf life for the EDA electrodes used is listed as 6/2020 (the bag was newly opened and the sensors didn't appear dried out)
- PVC: poor signal runs 1-5; slighty better run 6. PPG is particularly puzzling (anomoly or okay)? 
- Align videos: EDA good, PPG unsure",Yes,Yes,Yes,,N/A
sub-0019,SID001868,A003583,05/05/2021,ses-01,"BH*, HJ",14:55,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,repeat_use,complete,complete,"- PVC: two trials had ""safety"" error. Was able to save the run
- alignvideos: run-01, run-02 ratings are correctly logged in (i.e. red bar, there is variability in the rating) However, participant did not use button press to register responses. registered responses with button press for run-03 and run-04
- alignvideos run-02: scanner aborted twice >> error was due to full storage. After deleting, was able to collect data on 3rd repeat of run-02.",No,,Partial,Bottom left foot,Right big toe,"- Shelf life for the EDA electrodes used is listed as 6/2020 (the bag was newly opened and the sensors didn't appear dried out)
- PVC: No boxcars; mistakenly entered Biopac = 0",Yes,Yes,No,Pressed sent to multiple times but didn't work; will revisit on 5/6,N/A
sub-0018,SID000120,A003585,05/06/2021,ses-01,"EM, BH",9:30 AM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0020,SID001845,A003586,05/06/2021,ses-03,"EM, BH",12:03 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,,No,,Yes,Bottom left foot,Right big toe,- PVC: Poor EDA signal during run 1; reapplied electrode gel before run 2. Signal improved.,Yes,Some missing,,"- Align videos file saved successfully to PC, but file got corrupted when attempting to backup on USB. Tried to resave from PC file but that file also became corrupted somehow.",N/A
sub-0021,SID001851,A003587,05/06/2021,ses-01,"EM, BH",3:16 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,no_data,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete_dontuse,complete,"- PVC: used sub-0098 to collect data >> moved data to behavioral git >> however, still need to update subject ids that are collected within file
- PVC: hard skipped run 6 because of time - 
Align videos: Run 3: completed full run, but on the end screen, the press ""e"" command didn't work so we had to close out of matlab in order to start run 4",Yes,2,Yes,Bottom left foot,Right big toe,,Yes,Yes; align videos not backed up,,,N/A
sub-0024,SID001860,A003598,05/10/2021,ses-02,"Terry*, BH, HJ",2:40 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- Faces: Matlab failed to load when automatically transitioning from run 2 to 3 (the screen got stuck at 83% and went up to 84% after a few minutes). Could not close out of run via standard methods (CTRL+C, SCA), but was able to restart matlab via CTRL+ALT+DEL",No,,Yes,Bottom left foot,Right big toe,"- Signal looked good initially, but EDA signal flattened during last Narratives run and first run of Faces task. Not sure if this was an accurate representation of the signal or if there was some kind of anomoly
- Faces Run 3 saved as separate file from runs 1-2",Yes,Yes,Yes,,N/A
sub-0023,SID001867,A003606,05/12/2021,ses-02,"LS*, HJ",11:40 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- Faces: Matlab failed to load when automatically transitioning from run 2 to 3 (the screen got stuck at 83% and went up to 84% after a few minutes). Could not close out of run via standard methods (CTRL+C, SCA), but was able to restart matlab via CTRL+ALT+DEL
- Faces: u3 error detected at the beginning of a reboot >> unplugging the biopac usb helped. ",Yes,2,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0019,SID001868,A003607,05/12/2021,ses-02,"LS*, HJ",2:10 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- Faces: Matlab failed to load when automatically transitioning from run 2 to 3 (the screen got stuck at 83% and went up to 84% after a few minutes). Could not close out of run via standard methods (CTRL+C, SCA), but was able to restart matlab via CTRL+ALT+DEL
- Faces: u3 error detected at the beginning of a reboot >> unplugging the biopac usb helped. 
- Participant told us after scan that for some of the narratives task, she wasn't able to move the dot with the ball. ",N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0018,SID000120,A003610,05/13/2021,ses-02,"HJ*, EM",8:41 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- narratives: no errors
- faces: no errors
- alignvideos: no erros
",N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0020,SID001845,A003611,05/13/2021,ses-04,"EM*, LS",10:50 AM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete_dontuse,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,-PVC run06 pain task2: Medoc put TSA in safe mode during last few trials,No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0021,SID001851,A003612,05/13/2021,ses-02,"EM*, LS",1:05 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"- align videos run-01: participant was not locking in response with left key
- align videos run-02: before the beginning of the run, participant was redirected to press response with left key. Confirmed participant started locking in response from run-02",No,,Yes,Bottom left foot,Right big toe,-Narratives Run01 and 02: had alignvideos template open. Switched to correct template for runs3 and 4. Renamed for clarity.,Yes,Yes,Yes,,N/A
sub-0014,SID001838,A003613,05/13/2021,ses-04,"EM*, LS",3:08 PM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,,No,,Yes,Bottom left foot,Right big toe,-Fractional: Tomspunt task .acq file contains posner too after the pause break. Copied over into Posner.acq file as well. ,Yes,Yes,Yes,,Yes
sub-0025,SID001878,A003619,05/14/2021,ses-01,"LS*, CB",5:50 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete_dontuse,complete_dontuse,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,"- After 4th PVC run they noted that they could not move the track ball to make a rating. We re-calibrated the trackball after that, but they still had difficulties moving the cursor out to the semi-circle. It was still a problem during the fifth run. We recalibrated it again and it was fixed during the 6th run of PVC.
- Trackball was fine for videos",Yes,2,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0024,SID001860,A003630,05/17/2021,ses-03,"Terry*, HJ",11:00 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete_dontuse,complete,incomplete_use,no_data,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,"- PVC run-05: scanner error during 5th run of PVC
- PVC run-06: participant could not tolerate pain task and thus we skipped. 
- PVC run-05 no no data for run 5
",No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0025,SID001878,A003631,05/17/2021,ses-02,"HJ*, Ke",6:50 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,repeat_use,complete,complete,complete,complete,complete,complete,complete,"- trackball is weird; restroom. 
- calibrated twice before starting the scanner, we checked the mouse movement on the screen. was choppy; we noticed that the reponses were triangular
- participant said that they could try to lock in reponses 
- calibrated mouse after run-01. mouse was much better
- Narratives run-01: participant tried really hard to register response despite finicky response, probably can't use trajectory. 
- faces run-03: frozen around 86% - closed matlab and unplugged biopac USB
- align videos : noticed that participant wasn't locking in responses. 

",Yes,2,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0023,SID001867,A003636,05/19/2021,ses-03,"HJ*, MA",11:23 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,-,Yes,2,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0019,SID001868,A003637,05/19/2021,ses-03,"HJ*, MA",3:45 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete_dontuse,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,- PVC run-02 pain run. Medoc crashed - the program was hanging without any error message. Should be able to use the other trials that were collected. ,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0018,SID000120,A003638,05/20/2021,ses-03,"EM*, Terry",9:20 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,-General: commented that trackball was hard to use when going straight up,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0025,SID001878,A003639,05/20/2021,ses-03,"EM*, Terry",11:15 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,repeat_use,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,- PVC run-03 pain: Medoc wasn't responding to triggers. Quick reboot and it was fine. ,No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0021,SID001851,A003640,05/20/2021,ses-03,"EM*, Terry",1:12 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete_dontuse,complete_dontuse,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,-PVC run04 Vicarious and pvc run05 pain - SOOOOO much movement!!!!!,No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0019,SID001868,A003641,05/20/2021,ses-04,"EM*, Terry/Luke",3:03 PM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,
sub-0024,SID001860,A003651,05/24/2021,ses-04,"HJ*, LS",2:40 PM,complete,N/A,N/A,N/A,N/A,complete,complete,no_data,complete,complete,complete,no_data,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,- participant asked explicitly to skip the pain runs,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0021,SID001851,A003652,05/24/2021,ses-04,"HJ*, MA",4:50 PM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete_dontuse,complete,complete,complete_dontuse,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,- participant moved sooooo much during the PVC run ,No,,Yes,Bottom left foot,Right big toe,- Fractional: Both fractional tasks were saved under memory template,Yes,Yes,Yes,,Yes
sub-0023,SID001867,A003660,05/26/2021,ses-04,"BH*, MA",11:54 AM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,incomplete_use,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,"- Fractional/PVC: EDA signal started looking a bit flat during fractionals; re-applied electrodes before starting PVC 02. Signal greatly improved.
- Fractional/ PVC: Before PVC 02, participant noted that trackball was not running smoothly. Experimenters re-calibrated before starting the next run.
- PVC: matlab froze at very end of run02 (pain).
- PVC: Recalibrated trackball mutliple times before run 03 and run 05.",Yes,2,Yes,Bottom left foot,Right big toe,- Fractional/PVC: EDA signal started looking a bit flat during fractionals; re-applied electrodes before starting PVC 02. Signal greatly improved.,Yes,Yes,Yes,,Yes
sub-0018,SID000120,A003662,05/27/2021,ses-04,"LS, TS",8:50 AM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,,No,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,Yes
sub-0025,SID001878,A003663,05/27/2021,ses-04,"LS, TS",11:05 AM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,- On one of the pain trials in the 6th run of PVC there was a TSA error that the temperature exceeded 50 degrees. I was able to hit the stop button for the run to go on.,No,,Yes,Bottom left foot,Right big toe,,Yes,,,,
sub-0026,SID000846,A003733,06/22/2021,ses-01,"EM, HJ",9:10 AM,complete,complete,,,complete,N/A,N/A,complete,no_data,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,"- PVC run 02, post=test setting was too long that it bleaded into other trials
- PVC, don't think participant reported expectation rating
",N/A,,Yes,Bottom left foot,Right big toe,-EDA doesn't look great. Issue with clip/hinge holding onto sticker,Yes,Yes,Yes,,N/A
sub-0029,SID001411,A003734,06/22/2021,ses-01,"HJ*, MA",12:45 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,,,,N/A,,Yes,Bottom left foot,Right big toe,,Yes,,,,N/A
sub-0026,SID000846,A003745,06/24/2021,ses-02,"BH, TS",9:15 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,- Faces 01-02: participant not entering responses with button (prompted to try to log in responses before starting faces 03),N/A,,Yes,Bottom left foot,Right big toe,"- EDA attachments broken, connected with tape but poor signal
- Biopac data for last align videos was lost?",Yes,Yes,Yes,,N/A
sub-0029,SID001411,A003746,06/24/2020,ses-02,"BH, TS",11:16 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,complete,complete,complete,no_data,complete,complete,complete,complete,"- Faces 03: SKIPPED (Medoc couldn't finish loading faces 03 -stuck at 79%- had to do hard reboot of stim PC; still encountered u3 errors after troubleshooting). 
- Participant said she'd be willing to come early/stay late at another session to redo the skipped task",N/A,,Yes,Bottom left foot,Right big toe,"- EDA attachments broken, connected with tape but poor signal",Yes,Yes,Yes,,N/A
sub-0028,SID001913,A003748,06/24/2020,ses-01,"EM, LS",1:25 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,no_data,no_data,no_data,-Ran late. Subject had to be gone at a certain time so we skipped 3 align vids. ,N/A,,Yes,Bottom left foot,Right big toe,"- EDA attachments broken, connected with tape but poor signal",Yes,Yes,Yes,,N/A
sub-0026,SID000846,A003767,06/29/2021,ses-03,"TS, HJ",9:15 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete_dontuse,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,"- PVC 05: biopac acquisition terminated. Started in the middle, so the latter half may not be aligned well, need to reverse track it with the last TR. 
- short videos: scanner ended 10 seconds earlier than the experiment. Participant was watching last clip and ratings after the scanner ended. LUKE: this is due to INFO: Statechange in progress with GST_STATE_CHANGE_ASYNC. A low level ptb issue. Luke is looking into it.",N/A,,,,,,Yes,,,,N/A
sub-0029,SID001411,A003768,06/29/2021,ses-03,"EN, TS",11:07 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,N/A,,N/A,,Yes,Bottom left foot,Right big toe,"-- EDA attachments broken, connected with tape but poor signal",Yes,Yes,Yes,,N/A
sub-0026,SID000846,A003773,07/01/2021,ses-04,"HJ, MA",9:10 AM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,,,Yes
sub-0029,SID001411,A003774,07/01/2021,ses-04,"EM, MA",11:15 AM,complete,N/A,N/A,N/A,N/A,complete,complete,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,N/A,N/A,,N/A,,,,,,Yes,,,,Yes
sub-0031,SID001928,A003792,07/06/2021,ses-01,"TS, HJ",12:30 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,no errors,N/A,,Yes,Bottom left foot,Right big toe,,Yes,,,,N/A
sub-0032,SID001929,A003793,07/06/2021,ses-01,"TS, HJ",2:30 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,"- PVC 01: participant is resonding, but not logging in the button press. may have to go back to the trackball data and track 
- in medoc, patient ran as 1234566
- PVC 03: 50 celsius errors: was able to save, i.e., NO IMPACT ON DATA
",N/A,,,,,,Yes,,,,N/A
sub-0039,SID001907,A003794,07/06/2021,ses-01,"BH, HJ",4:27 AM,complete,complete,,,complete,N/A,N/A,incomplete_use,complete_dontuse,repeat_use,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,no_data,no_data,"- PVC 01: participant is not responding in the expect phase. 
- PVC 02: participant did not respond to the same/diff mental rotation task, we checked after the run, and participant confirmed that her response was not fast enough. 
- PVC 03: participant ran under John Smith instead of sub-0039
- no data collected for align videos 03 04 due to timing",N/A,,,,,,Yes,,,,N/A
sub-0033,SID001932,A003797,07/07/2021,ses-01,"EM, BH",12:35 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,-Align vids: Sub could not hear from left earphone,N/A,,Yes,Bottom left foot,Right big toe,- Still using broken EDA clips,Yes,Yes,Yes,,N/A
sub-0034,SID001933,A003798,07/07/2021,ses-01,"EM, BH",2:40 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,,N/A,,Yes,Bottom left foot,Right big toe,- Still using broken EDA clips,Yes,Yes (not backed up),Yes,,N/A
sub-0035,SID001934,A003799,07/07/2021,ses-01,"EM, BH",4:38 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,incomplete_use,complete,complete,- Align video: scan stopped early (during video with old man/2kids entering suprise party); missing imaging data from ~2.5 videos ,N/A,,Yes,Bottom left foot,Right big toe,- Still using broken EDA clips,Yes,Yes (not backed up),Yes,,N/A
sub-0036,SID001935,A003800,07/08/2021,ses-01,"TS, HJ",8:30 AM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,- PVC02: had a 50 degree error. was able to close out in time. No impact on data,N/A,,,,,- Still using broken EDA clips,Yes,,,,N/A
sub-0037,SID001936,A003801,07/08/2021,ses-01,"TS, HJ",10:35 AM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,"- PVC 01: participant did not rate expectations for first trial, but did so for the rest",N/A,,,,,- Still using broken EDA clips,Yes,,,,N/A
sub-0038,SID001937,A003802,07/08/2021,ses-01,"TS, HJ",12:25 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,"- biopac PVC01 02: accidentally saved data in align videos, renamed it as SOCIAL_run-01_02
- PVC 05: last pain trial ended at the end of scanner. This means that onset of pain trial was off. Calculate where this occurs and take into consideration when analyzing data
- Align videos: participant would login ratings for some trials but not for others. Maybe because of the time limit. Luke, take into consideration when analyzing results",N/A,,,,,- Still using broken EDA clips,Yes,,,,N/A
sub-0041,SID001938,A003803,07/08/2021,ses-01,"EM, TS",2:25 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,no_data,,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes (not backed up),Yes,,N/A
sub-0040,SID001939,A003804,07/08/2021,ses-01,"EM, BH",4:12 PM,complete,complete,,,complete,N/A,N/A,complete,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes (not backed up) ,Yes,,N/A
sub-0043,SID001941,A003811,07/09/2021,ses-01,"LS, MA",4:30 PM,complete,complete,,,complete,N/A,N/A,incomplete_use,complete,complete,complete,complete,repeat_use,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,"-PVC01: participant didn't remember to make ratings during the EXPECT screen. Pain ratings are fine though. We instructed them to make EXPECT ratings. All subsequent runs were fine. 
-PVC06: We had already hit s, and then I saw the squiggly symbol on the scan pc. So we paused and thought about exiting the matlab task. Not sure if any other buttons were pressed on the stim pc. But when I hit go, the task didn’t trigger. So I just exited matlab and repeated the run and it is running fine. So there are 3 total func_run-06_task-social_acq... ribbons. ONLY the final one is the completed run. The task ran fine on the re-run.",N/A,,,,,,Yes,Yes (not backed up - disk 1 full) ,,,N/A
sub-0031,SID001928,A003816,07/12/2021,ses-02,"TS, HJ",11:00 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,- FACES03: failed to load. rebooted PC. no impact on data except some extra runs in biopac,N/A,,,,,,Yes,,,,N/A
sub-0044,SID000728,A003817,07/12/2021,ses-01,"TS, HJ",1:15 PM,complete,complete,,,complete,N/A,N/A,repeat_use,complete,complete,complete,complete,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,complete,complete,complete,complete,,N/A,,,,,,Yes,,,,N/A
sub-0035,SID001934,A003818,07/12/2021,ses-02,"MA, HJ",3:05 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,N/A,,,,,,Yes,,,,N/A
sub-0037,SID001936,A003819,07/12/2021,ses-02,"MA, HJ",5:05 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,"biopac error. no data saved. it was collected and saved during runs, but the file was not saved properly",N/A,,,,,,Yes,,,,N/A
sub-0038,SID001937,A003824,07/14/2021,ses-02,"EM, TS",8:35 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,repeat_use,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,- Narratives: sub couldn't hear well. Repeated run1. ,N/A,,Partial,Bottom left foot,Right big toe,,Yes,Some missing,Yes,,N/A
sub-0033,SID001932,A003825,07/14/2021,ses-02,"EM, TS",10:57 AM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0032,SID001929,A003826,07/14/2021,ses-02,"EM, TS",12:55 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,-Narratives: run1 sub didnt press button for answers to lock in,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
sub-0034,SID001933,A003827,07/14/2021,ses-02,"MA, LS",2:45 PM,complete,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,N/A,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,complete,,N/A,,Yes,Bottom left foot,Right big toe,,Yes,Yes,Yes,,N/A
