singletrial_fname	regressor	vif	event
vif_sub-0069_ses-01_run-02_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-med.tsv	stimulus__006	2.7786946058856263	stimulus
vif_sub-0069_ses-01_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.tsv	stimulus__011	3.3553255870036125	stimulus
vif_sub-0069_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	3.7232540880712968	stimulus
vif_sub-0069_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.tsv	stimulus__010	2.5446642175606056	stimulus
vif_sub-0069_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.tsv	stimulus__011	4.331407269274099	stimulus
vif_sub-0070_ses-01_run-02_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.tsv	stimulus__005	2.6008630922810254	stimulus
vif_sub-0071_ses-01_run-04_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-low.tsv	stimulus__009	3.0013964668865607	stimulus
vif_sub-0071_ses-01_run-06_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-low.tsv	stimulus__011	2.7143808435931174	stimulus
vif_sub-0073_ses-01_run-03_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.tsv	stimulus__010	3.4501420033726204	stimulus
vif_sub-0073_ses-01_run-03_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.tsv	stimulus__011	5.09880618309641	stimulus
vif_sub-0073_ses-01_run-06_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.tsv	stimulus__005	3.090894989789763	stimulus
vif_sub-0074_ses-01_run-02_runtype-cognitive_event-stimulus_trial-002_cuetype-low_stimintensity-high.tsv	stimulus__002	4.25093215034498	stimulus
vif_sub-0074_ses-01_run-03_runtype-pain_event-cue_trial-005_cuetype-low.tsv	cue__005	2.7551277261627964	cue
vif_sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.tsv	stimulus__000	3.517935662298094	stimulus
vif_sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.tsv	stimulus__005	2.6040798785517163	stimulus
vif_sub-0074_ses-01_run-03_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.tsv	stimulus__007	2.99132923417798	stimulus
vif_sub-0074_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.tsv	stimulus__010	2.83423399599618	stimulus
vif_sub-0074_ses-01_run-05_runtype-cognitive_event-cue_trial-009_cuetype-low.tsv	cue__009	4.315060316432711	cue
vif_sub-0074_ses-01_run-06_runtype-vicarious_event-cue_trial-000_cuetype-high.tsv	cue__000	3.4144032537219617	cue
vif_sub-0074_ses-01_run-06_runtype-vicarious_event-cue_trial-001_cuetype-low.tsv	cue__001	6.595823131368678	cue
vif_sub-0076_ses-01_run-06_runtype-cognitive_event-stimulus_trial-004_cuetype-low_stimintensity-med.tsv	stimulus__004	2.782802889493832	stimulus
vif_sub-0077_ses-01_run-05_runtype-cognitive_event-stimulus_trial-005_cuetype-low_stimintensity-high.tsv	stimulus__005	3.178632695727135	stimulus
vif_sub-0078_ses-01_run-01_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	2.8954722955132355	stimulus
vif_sub-0078_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.tsv	stimulus__011	2.6226765943873627	stimulus
vif_sub-0079_ses-01_run-05_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.tsv	stimulus__009	7.731060260091933	stimulus
vif_sub-0079_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-low_stimintensity-med.tsv	stimulus__010	4.410342935681964	stimulus
vif_sub-0080_ses-01_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.tsv	stimulus__011	2.8333973098876934	stimulus
vif_sub-0080_ses-01_run-03_runtype-cognitive_event-cue_trial-011_cuetype-low.tsv	cue__011	2.7191420023352766	cue
vif_sub-0080_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.tsv	stimulus__009	2.727627743088372	stimulus
vif_sub-0080_ses-01_run-05_runtype-vicarious_event-cue_trial-001_cuetype-low.tsv	cue__001	2.879582145305199	cue
vif_sub-0080_ses-01_run-06_runtype-cognitive_event-cue_trial-002_cuetype-low.tsv	cue__002	3.2973311311767586	cue
vif_sub-0080_ses-01_run-06_runtype-cognitive_event-cue_trial-005_cuetype-high.tsv	cue__005	2.5476238987448805	cue
vif_sub-0081_ses-01_run-01_runtype-pain_event-cue_trial-010_cuetype-high.tsv	cue__010	2.5898249843840837	cue
vif_sub-0081_ses-01_run-04_runtype-cognitive_event-cue_trial-005_cuetype-high.tsv	cue__005	2.6525163541139913	cue
vif_sub-0083_ses-01_run-04_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-high.tsv	stimulus__000	2.9551512915125766	stimulus
vif_sub-0083_ses-01_run-06_runtype-pain_event-cue_trial-000_cuetype-high.tsv	cue__000	2.5462290249006427	cue
vif_sub-0084_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	6.823123725644507	stimulus
vif_sub-0084_ses-01_run-04_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.tsv	stimulus__002	2.946763404485936	stimulus
vif_sub-0084_ses-01_run-04_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.tsv	stimulus__003	2.5217762040446976	stimulus
vif_sub-0084_ses-01_run-04_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.tsv	stimulus__010	2.6556050577415133	stimulus
vif_sub-0085_ses-01_run-01_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-med.tsv	stimulus__011	3.2262964943877566	stimulus
vif_sub-0085_ses-01_run-02_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.tsv	stimulus__011	2.731788697320924	stimulus
vif_sub-0085_ses-01_run-03_runtype-vicarious_event-stimulus_trial-008_cuetype-low_stimintensity-low.tsv	stimulus__008	2.7916495819013	stimulus
vif_sub-0085_ses-01_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-high.tsv	stimulus__011	2.9481394980548217	stimulus
vif_sub-0085_ses-01_run-04_runtype-cognitive_event-stimulus_trial-002_cuetype-high_stimintensity-high.tsv	stimulus__002	3.279563590968748	stimulus
vif_sub-0085_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.tsv	stimulus__011	4.431854144939704	stimulus
vif_sub-0086_ses-01_run-02_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-low.tsv	stimulus__011	3.375028382464801	stimulus
vif_sub-0086_ses-01_run-03_runtype-cognitive_event-cue_trial-008_cuetype-high.tsv	cue__008	4.381746204373694	cue
vif_sub-0086_ses-01_run-04_runtype-pain_event-cue_trial-008_cuetype-low.tsv	cue__008	5.67241647042971	cue
vif_sub-0086_ses-01_run-05_runtype-vicarious_event-cue_trial-000_cuetype-low.tsv	cue__000	2.567307834863996	cue
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	2.95834851349362	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.tsv	stimulus__001	2.6909718048018068	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.tsv	stimulus__002	3.0003527438530324	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.tsv	stimulus__003	7.084718171459238	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.tsv	stimulus__004	4.065480573364277	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.tsv	stimulus__005	11.731992616341113	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-low.tsv	stimulus__006	2.8422868507072683	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.tsv	stimulus__007	6.309484651465888	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.tsv	stimulus__008	3.2569448238396523	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.tsv	stimulus__009	3.5188265252695445	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-010_cuetype-low_stimintensity-high.tsv	stimulus__010	6.115190177555686	stimulus
vif_sub-0087_ses-01_run-01_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.tsv	stimulus__011	7.161058464786255	stimulus
vif_sub-0087_ses-01_run-02_runtype-cognitive_event-cue_trial-000_cuetype-high.tsv	cue__000	2.5301975168321262	cue
vif_sub-0087_ses-01_run-02_runtype-cognitive_event-cue_trial-004_cuetype-high.tsv	cue__004	4.2401856468009225	cue
vif_sub-0087_ses-01_run-03_runtype-vicarious_event-stimulus_trial-003_cuetype-high_stimintensity-high.tsv	stimulus__003	2.8775968738249125	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-low.tsv	stimulus__000	2.8286834790447086	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-med.tsv	stimulus__001	3.0171890649112263	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.tsv	stimulus__003	2.5126435315974467	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.tsv	stimulus__004	7.941009081659941	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-005_cuetype-low_stimintensity-high.tsv	stimulus__005	6.676031769219764	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-006_cuetype-low_stimintensity-low.tsv	stimulus__006	3.5975367377526832	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.tsv	stimulus__007	7.169097742308552	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.tsv	stimulus__008	7.999437146954002	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.tsv	stimulus__009	5.9636613854857705	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-low.tsv	stimulus__010	2.9736396283159285	stimulus
vif_sub-0087_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-med.tsv	stimulus__011	4.414421114628126	stimulus
vif_sub-0087_ses-01_run-06_runtype-vicarious_event-stimulus_trial-002_cuetype-high_stimintensity-high.tsv	stimulus__002	4.235022544387384	stimulus
vif_sub-0088_ses-01_run-02_runtype-cognitive_event-stimulus_trial-005_cuetype-high_stimintensity-low.tsv	stimulus__005	3.235128476826727	stimulus
vif_sub-0088_ses-01_run-03_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-high.tsv	stimulus__009	2.5118129865266474	stimulus
vif_sub-0088_ses-01_run-04_runtype-pain_event-cue_trial-006_cuetype-high.tsv	cue__006	2.560449590283812	cue
vif_sub-0090_ses-01_run-02_runtype-vicarious_event-stimulus_trial-009_cuetype-high_stimintensity-low.tsv	stimulus__009	2.6485772864720225	stimulus
vif_sub-0090_ses-01_run-03_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	2.8119447777322586	stimulus
vif_sub-0090_ses-01_run-06_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	3.640127599237614	stimulus
vif_sub-0090_ses-01_run-06_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.tsv	stimulus__001	3.217077317685616	stimulus
vif_sub-0090_ses-01_run-06_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-med.tsv	stimulus__002	2.626307151090442	stimulus
vif_sub-0091_ses-01_run-02_runtype-pain_event-cue_trial-008_cuetype-high.tsv	cue__008	9.446038048193142	cue
vif_sub-0091_ses-01_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.tsv	stimulus__008	6.072914081865558	stimulus
vif_sub-0091_ses-01_run-02_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.tsv	stimulus__009	4.0847734991712095	stimulus
vif_sub-0091_ses-01_run-02_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.tsv	stimulus__010	2.6458138301558263	stimulus
vif_sub-0091_ses-01_run-03_runtype-vicarious_event-cue_trial-004_cuetype-high.tsv	cue__004	6.1916583716726885	cue
vif_sub-0091_ses-01_run-03_runtype-vicarious_event-cue_trial-009_cuetype-low.tsv	cue__009	9.622647134801463	cue
vif_sub-0091_ses-01_run-03_runtype-vicarious_event-stimulus_trial-001_cuetype-low_stimintensity-high.tsv	stimulus__001	4.248511145641862	stimulus
vif_sub-0091_ses-01_run-03_runtype-vicarious_event-stimulus_trial-009_cuetype-low_stimintensity-med.tsv	stimulus__009	2.709711812471083	stimulus
vif_sub-0091_ses-01_run-03_runtype-vicarious_event-stimulus_trial-011_cuetype-high_stimintensity-med.tsv	stimulus__011	4.087387459883627	stimulus
vif_sub-0091_ses-01_run-04_runtype-vicarious_event-cue_trial-003_cuetype-high.tsv	cue__003	10.757420404671599	cue
vif_sub-0091_ses-01_run-04_runtype-vicarious_event-stimulus_trial-004_cuetype-low_stimintensity-low.tsv	stimulus__004	2.7202432152811165	stimulus
vif_sub-0091_ses-01_run-04_runtype-vicarious_event-stimulus_trial-005_cuetype-low_stimintensity-high.tsv	stimulus__005	4.052499686057115	stimulus
vif_sub-0091_ses-01_run-04_runtype-vicarious_event-stimulus_trial-006_cuetype-low_stimintensity-med.tsv	stimulus__006	3.0636894694620858	stimulus
vif_sub-0091_ses-01_run-05_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.tsv	stimulus__005	3.2506763812210133	stimulus
vif_sub-0091_ses-01_run-05_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.tsv	stimulus__008	3.182344781115096	stimulus
vif_sub-0091_ses-01_run-06_runtype-cognitive_event-cue_trial-007_cuetype-high.tsv	cue__007	3.41759169103657	cue
vif_sub-0091_ses-01_run-06_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-med.tsv	stimulus__007	2.868644561951899	stimulus
vif_sub-0092_ses-01_run-03_runtype-pain_event-cue_trial-000_cuetype-low.tsv	cue__000	3.3153145124160015	cue
vif_sub-0092_ses-01_run-03_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	2.8946769513970456	stimulus
vif_sub-0092_ses-01_run-03_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.tsv	stimulus__001	3.6241092785655553	stimulus
vif_sub-0092_ses-01_run-03_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.tsv	stimulus__002	3.2858051341005776	stimulus
vif_sub-0092_ses-01_run-03_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.tsv	stimulus__004	2.6912542516142275	stimulus
vif_sub-0092_ses-01_run-03_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.tsv	stimulus__005	3.0826857882255463	stimulus
vif_sub-0092_ses-01_run-06_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-high.tsv	stimulus__006	4.773788769824871	stimulus
vif_sub-0093_ses-01_run-03_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.tsv	stimulus__007	2.5024983652327384	stimulus
vif_sub-0093_ses-01_run-03_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-high.tsv	stimulus__011	3.3818851702034967	stimulus
vif_sub-0093_ses-01_run-06_runtype-pain_event-cue_trial-011_cuetype-high.tsv	cue__011	4.860979377729053	cue
vif_sub-0093_ses-01_run-06_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	4.2165713030496565	stimulus
vif_sub-0093_ses-01_run-06_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.tsv	stimulus__003	2.729195283503341	stimulus
vif_sub-0093_ses-01_run-06_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.tsv	stimulus__005	2.624414139570933	stimulus
vif_sub-0094_ses-01_run-01_runtype-vicarious_event-cue_trial-000_cuetype-high.tsv	cue__000	3.0686879657223214	cue
vif_sub-0094_ses-01_run-03_runtype-pain_event-cue_trial-004_cuetype-high.tsv	cue__004	2.7645161113041787	cue
vif_sub-0094_ses-01_run-03_runtype-pain_event-stimulus_trial-007_cuetype-high_stimintensity-high.tsv	stimulus__007	2.7038839492987226	stimulus
vif_sub-0094_ses-01_run-03_runtype-pain_event-stimulus_trial-009_cuetype-high_stimintensity-low.tsv	stimulus__009	2.5497177485460782	stimulus
vif_sub-0094_ses-01_run-04_runtype-pain_event-stimulus_trial-004_cuetype-high_stimintensity-med.tsv	stimulus__004	3.714646221899382	stimulus
vif_sub-0094_ses-01_run-04_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.tsv	stimulus__009	2.776038708770092	stimulus
vif_sub-0095_ses-01_run-03_runtype-vicarious_event-stimulus_trial-007_cuetype-low_stimintensity-low.tsv	stimulus__007	2.9151006212336403	stimulus
vif_sub-0095_ses-01_run-04_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.tsv	stimulus__011	5.948486015902293	stimulus
vif_sub-0097_ses-01_run-02_runtype-cognitive_event-stimulus_trial-003_cuetype-high_stimintensity-high.tsv	stimulus__003	2.7343312586728947	stimulus
vif_sub-0097_ses-01_run-04_runtype-pain_event-cue_trial-000_cuetype-low.tsv	cue__000	2.761111186908774	cue
vif_sub-0097_ses-01_run-04_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	3.1097401772714264	stimulus
vif_sub-0098_ses-01_run-01_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	3.1336627946608866	stimulus
vif_sub-0098_ses-01_run-01_runtype-pain_event-stimulus_trial-009_cuetype-low_stimintensity-med.tsv	stimulus__009	2.9103170835649648	stimulus
vif_sub-0098_ses-01_run-02_runtype-cognitive_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	2.5938721102113806	stimulus
vif_sub-0098_ses-01_run-04_runtype-cognitive_event-cue_trial-010_cuetype-high.tsv	cue__010	2.978351575154352	cue
vif_sub-0098_ses-01_run-05_runtype-pain_event-cue_trial-007_cuetype-low.tsv	cue__007	2.6826790507591864	cue
vif_sub-0098_ses-01_run-05_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	4.683236637154755	stimulus
vif_sub-0098_ses-01_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.tsv	stimulus__010	3.6260741223112873	stimulus
vif_sub-0098_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.tsv	stimulus__011	2.7385171631120757	stimulus
vif_sub-0098_ses-01_run-06_runtype-vicarious_event-cue_trial-006_cuetype-high.tsv	cue__006	3.3953016199578223	cue
vif_sub-0099_ses-01_run-03_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	3.2334017927996834	stimulus
vif_sub-0099_ses-01_run-03_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.tsv	stimulus__003	2.5432501828920064	stimulus
vif_sub-0099_ses-01_run-04_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.tsv	stimulus__007	2.961171783381943	stimulus
vif_sub-0102_ses-01_run-01_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	3.2050995610325645	stimulus
vif_sub-0102_ses-01_run-01_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.tsv	stimulus__002	2.6182394187647264	stimulus
vif_sub-0102_ses-01_run-01_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.tsv	stimulus__005	2.6618098951541835	stimulus
vif_sub-0102_ses-01_run-01_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.tsv	stimulus__008	3.558992436650723	stimulus
vif_sub-0102_ses-01_run-01_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.tsv	stimulus__010	2.5413684921557893	stimulus
vif_sub-0102_ses-01_run-03_runtype-vicarious_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	3.2123793500138804	stimulus
vif_sub-0102_ses-01_run-04_runtype-cognitive_event-cue_trial-009_cuetype-low.tsv	cue__009	2.8695111653322507	cue
vif_sub-0102_ses-01_run-04_runtype-cognitive_event-cue_trial-011_cuetype-low.tsv	cue__011	4.821605319816613	cue
vif_sub-0102_ses-01_run-05_runtype-pain_event-cue_trial-006_cuetype-high.tsv	cue__006	3.3583651034812627	cue
vif_sub-0102_ses-01_run-05_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	3.6687085300482094	stimulus
vif_sub-0102_ses-01_run-05_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.tsv	stimulus__002	2.5307504260598805	stimulus
vif_sub-0102_ses-01_run-05_runtype-pain_event-stimulus_trial-006_cuetype-high_stimintensity-high.tsv	stimulus__006	2.671003750057673	stimulus
vif_sub-0102_ses-01_run-05_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.tsv	stimulus__008	3.670638056039127	stimulus
vif_sub-0102_ses-01_run-05_runtype-pain_event-stimulus_trial-010_cuetype-high_stimintensity-med.tsv	stimulus__010	4.824972127783133	stimulus
vif_sub-0102_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.tsv	stimulus__011	5.239253646646752	stimulus
vif_sub-0104_ses-01_run-06_runtype-cognitive_event-cue_trial-000_cuetype-high.tsv	cue__000	2.8300684868736363	cue
vif_sub-0104_ses-01_run-06_runtype-cognitive_event-cue_trial-001_cuetype-low.tsv	cue__001	3.3169582215053572	cue
vif_sub-0106_ses-01_run-02_runtype-pain_event-stimulus_trial-005_cuetype-high_stimintensity-high.tsv	stimulus__005	2.808891200537485	stimulus
vif_sub-0106_ses-01_run-02_runtype-pain_event-stimulus_trial-007_cuetype-low_stimintensity-high.tsv	stimulus__007	2.5476689678574007	stimulus
vif_sub-0106_ses-01_run-02_runtype-pain_event-stimulus_trial-008_cuetype-high_stimintensity-high.tsv	stimulus__008	3.578079337042471	stimulus
vif_sub-0106_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-high.tsv	stimulus__011	11.132924062582527	stimulus
vif_sub-0106_ses-01_run-05_runtype-vicarious_event-cue_trial-000_cuetype-low.tsv	cue__000	2.87279057403058	cue
vif_sub-0106_ses-01_run-06_runtype-cognitive_event-cue_trial-009_cuetype-low.tsv	cue__009	2.778878389241999	cue
vif_sub-0107_ses-01_run-05_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-med.tsv	stimulus__011	2.8647650998838445	stimulus
vif_sub-0107_ses-01_run-06_runtype-vicarious_event-stimulus_trial-010_cuetype-high_stimintensity-high.tsv	stimulus__010	3.3292705524441133	stimulus
vif_sub-0109_ses-01_run-02_runtype-pain_event-stimulus_trial-000_cuetype-high_stimintensity-low.tsv	stimulus__000	6.364309323081594	stimulus
vif_sub-0109_ses-01_run-04_runtype-pain_event-stimulus_trial-011_cuetype-high_stimintensity-med.tsv	stimulus__011	2.6896374560659178	stimulus
vif_sub-0111_ses-01_run-05_runtype-pain_event-stimulus_trial-003_cuetype-low_stimintensity-high.tsv	stimulus__003	2.9555499507557745	stimulus
vif_sub-0112_ses-01_run-01_runtype-cognitive_event-cue_trial-005_cuetype-high.tsv	cue__005	8.225964272020882	cue
vif_sub-0112_ses-01_run-02_runtype-vicarious_event-cue_trial-009_cuetype-low.tsv	cue__009	85.85992123358379	cue
vif_sub-0112_ses-01_run-02_runtype-vicarious_event-cue_trial-010_cuetype-high.tsv	cue__010	2.7927346034929093	cue
vif_sub-0112_ses-01_run-03_runtype-pain_event-stimulus_trial-000_cuetype-low_stimintensity-med.tsv	stimulus__000	3.3896511376046914	stimulus
vif_sub-0112_ses-01_run-03_runtype-pain_event-stimulus_trial-001_cuetype-low_stimintensity-low.tsv	stimulus__001	3.7006979512919935	stimulus
vif_sub-0112_ses-01_run-03_runtype-pain_event-stimulus_trial-002_cuetype-low_stimintensity-high.tsv	stimulus__002	2.6226569319867346	stimulus
vif_sub-0112_ses-01_run-04_runtype-vicarious_event-cue_trial-000_cuetype-low.tsv	cue__000	3.455559180801177	cue
vif_sub-0112_ses-01_run-04_runtype-vicarious_event-stimulus_trial-011_cuetype-low_stimintensity-low.tsv	stimulus__011	4.235098961131753	stimulus
vif_sub-0112_ses-01_run-05_runtype-cognitive_event-stimulus_trial-009_cuetype-high_stimintensity-low.tsv	stimulus__009	2.5270774295507383	stimulus
vif_sub-0112_ses-01_run-05_runtype-cognitive_event-stimulus_trial-011_cuetype-low_stimintensity-med.tsv	stimulus__011	2.8210921330282144	stimulus
vif_sub-0112_ses-01_run-06_runtype-pain_event-cue_trial-004_cuetype-low.tsv	cue__004	2.668226292381364	cue
vif_sub-0112_ses-01_run-06_runtype-pain_event-cue_trial-008_cuetype-low.tsv	cue__008	5.626237784333871	cue
vif_sub-0114_ses-01_run-01_runtype-vicarious_event-cue_trial-009_cuetype-low.tsv	cue__009	30.071088418715863	cue
vif_sub-0114_ses-01_run-03_runtype-pain_event-stimulus_trial-011_cuetype-low_stimintensity-med.tsv	stimulus__011	2.8207501528101164	stimulus
vif_sub-0114_ses-01_run-04_runtype-pain_event-stimulus_trial-008_cuetype-low_stimintensity-low.tsv	stimulus__008	3.1080734486359294	stimulus
vif_sub-0114_ses-01_run-05_runtype-cognitive_event-cue_trial-000_cuetype-high.tsv	cue__000	3.5168793530912983	cue
vif_sub-0114_ses-01_run-05_runtype-cognitive_event-cue_trial-001_cuetype-low.tsv	cue__001	3.38174571118246	cue
vif_sub-0114_ses-01_run-05_runtype-cognitive_event-cue_trial-002_cuetype-high.tsv	cue__002	2.532883407633777	cue
vif_sub-0114_ses-01_run-05_runtype-cognitive_event-cue_trial-004_cuetype-high.tsv	cue__004	3.3357256569607414	cue
vif_sub-0114_ses-01_run-05_runtype-cognitive_event-cue_trial-007_cuetype-high.tsv	cue__007	2.7496242441025487	cue
vif_sub-0114_ses-01_run-05_runtype-cognitive_event-stimulus_trial-007_cuetype-high_stimintensity-med.tsv	stimulus__007	2.5530961548237383	stimulus
vif_sub-0114_ses-01_run-06_runtype-vicarious_event-cue_trial-001_cuetype-low.tsv	cue__001	4.308342051668294	cue
vif_sub-0114_ses-01_run-06_runtype-vicarious_event-cue_trial-009_cuetype-low.tsv	cue__009	2.8829456578227592	cue
vif_sub-0114_ses-01_run-06_runtype-vicarious_event-cue_trial-011_cuetype-low.tsv	cue__011	3.9341155566243584	cue
